"","source","target","weight"
"1","deanstjames","poll",33
"2","deanstjames","movie",33
"3","deanstjames","vote",17
"4","deanstjames","hurricane",3
"5","deanstjames","election",34
"6","deanstjames","america",37
"7","deanstjames","people",3
"8","deanstjames","mitt",21
"9","deanstjames","campaign",2
"10","deanstjames","time",1
"11","deanstjames","via",2
"12","deanstjames","americans",2
"13","deanstjames","country",1
"14","deanstjames","thank",21
"15","deanstjames","american",3
"16","deanstjames","stop",1
"17","deanstjames","video",2
"18","deanstjames","love",1
"19","fema","jeep",1
"20","fema","ohio",2
"21","fema","reppaulryan",1
"22","fema","romneyryan",2
"23","fema","paulryanvp",5
"24","fema","ryan",1
"25","fema","tax",3
"26","fema","gop",10
"27","fema","vote",5
"28","fema","hurricane",23
"29","fema","tcot",1
"30","fema","support",1
"31","fema","people",9
"32","fema","mitt",4
"33","fema","campaign",2
"34","fema","obama",5
"35","fema","time",1
"36","fema","via",6
"37","fema","help",6
"38","fema","voted",1
"39","fema","americans",1
"40","fema","thank",1
"41","fema","day",3
"42","fema","storm",4
"43","fema","call",16
"44","fema","red",1
"45","fema","look",1
"46","fema","stop",1
"47","fema","tell",3
"48","fema","efforts",2
"49","fema","hey",7
"50","fema","video",1
"51","fema","care",1
"52","fema","change",3
"53","fema","remember",22
"54","fema","love",3
"55","fema","watch",3
"56","fema","thehill",1
"57","poll","ohio",2
"58","poll","chairman",51
"59","poll","ryanlyk",51
"60","poll","donate",51
"61","poll","mngop",34
"62","poll","crnc",34
"63","poll","mncrs",34
"64","poll","movie",33
"65","poll","gop",2
"66","poll","vote",1
"67","poll","election",36
"68","poll","tcot",4
"69","poll","america",33
"70","poll","support",1
"71","poll","please",17
"72","poll","mitt",1
"73","poll","win",2
"74","poll","florida",14
"75","poll","breaking",3
"76","poll","voters",20
"77","poll","thehill",16
"78","poll","lead",1
"79","jeep","ohio",36
"80","jeep","lie",31
"81","jeep","gop",2
"82","jeep","tcot",3
"83","jeep","america",4
"84","jeep","support",1
"85","jeep","campaign",4
"86","jeep","obama",5
"87","jeep","via",2
"88","jeep","chrysler",14
"89","jeep","jobs",19
"90","jeep","stop",8
"91","jeep","video",8
"92","jeep","usa",2
"93","jeep","joebiden",7
"94","jeep","voters",1
"95","jeep","lissmith",24
"96","ohio","reppaulryan",28
"97","ohio","romneyryan",22
"98","ohio","paulryanvp",6
"99","ohio","ryan",1
"100","ohio","donate",1
"101","ohio","tax",1
"102","ohio","lie",16
"103","ohio","gop",5
"104","ohio","vote",4
"105","ohio","hurricane",1
"106","ohio","election",3
"107","ohio","tcot",23
"108","ohio","america",4
"109","ohio","support",27
"110","ohio","people",4
"111","ohio","mitt",3
"112","ohio","campaign",1
"113","ohio","via",6
"114","ohio","help",1
"115","ohio","americans",1
"116","ohio","thank",1
"117","ohio","chrysler",5
"118","ohio","storm",1
"119","ohio","jobs",22
"120","ohio","win",2
"121","ohio","red",1
"122","ohio","stop",4
"123","ohio","florida",1
"124","ohio","tell",1
"125","ohio","cross",1
"126","ohio","hey",2
"127","ohio","video",4
"128","ohio","change",6
"129","ohio","week",1
"130","ohio","watch",1
"131","ohio","lissmith",6
"132","ohio","thehill",7
"133","ohio","endorses",2
"134","ohio","lead",29
"135","realstaceydash","bitch",12
"136","realstaceydash","godspeed",51
"137","realstaceydash","reppaulryan",70
"138","realstaceydash","romneyryan",1
"139","realstaceydash","ryan",50
"140","realstaceydash","fighting",53
"141","realstaceydash","thank",1
"142","realstaceydash","look",9
"143","bitch","godspeed",12
"144","bitch","reppaulryan",12
"145","bitch","basic",55
"146","bitch","ryan",12
"147","bitch","sandyshurricane",31
"148","bitch","fighting",12
"149","bitch","hurricane",1
"150","bitch","election",1
"151","bitch","support",1
"152","bitch","day",1
"153","bitch","look",9
"154","godspeed","reppaulryan",52
"155","godspeed","ryan",50
"156","godspeed","fighting",52
"157","godspeed","america",1
"158","godspeed","look",9
"159","reppaulryan","romneyryan",1
"160","reppaulryan","ryan",52
"161","reppaulryan","fighting",54
"162","reppaulryan","vote",8
"163","reppaulryan","election",8
"164","reppaulryan","support",61
"165","reppaulryan","please",1
"166","reppaulryan","help",2
"167","reppaulryan","voted",4
"168","reppaulryan","thank",1
"169","reppaulryan","storm",1
"170","reppaulryan","win",3
"171","reppaulryan","look",9
"172","reppaulryan","joebiden",2
"173","reppaulryan","watch",2
"174","reppaulryan","lead",28
"175","chairman","ryanlyk",51
"176","chairman","donate",51
"177","chairman","mngop",34
"178","chairman","crnc",34
"179","chairman","mncrs",34
"180","chairman","please",17
"181","ryanlyk","donate",51
"182","ryanlyk","mngop",34
"183","ryanlyk","crnc",34
"184","ryanlyk","mncrs",34
"185","ryanlyk","please",17
"186","romneyryan","paulryanvp",11
"187","romneyryan","tax",1
"188","romneyryan","fighting",1
"189","romneyryan","gop",3
"190","romneyryan","vote",10
"191","romneyryan","election",4
"192","romneyryan","tcot",30
"193","romneyryan","america",4
"194","romneyryan","people",3
"195","romneyryan","please",1
"196","romneyryan","mitt",2
"197","romneyryan","obama",1
"198","romneyryan","time",2
"199","romneyryan","via",1
"200","romneyryan","voted",1
"201","romneyryan","country",3
"202","romneyryan","thank",1
"203","romneyryan","call",1
"204","romneyryan","jobs",2
"205","romneyryan","win",1
"206","romneyryan","american",1
"207","romneyryan","florida",2
"208","romneyryan","tell",1
"209","romneyryan","hey",5
"210","romneyryan","video",4
"211","romneyryan","change",3
"212","romneyryan","joebiden",1
"213","romneyryan","week",2
"214","romneyryan","endorses",7
"215","paulryanvp","ryan",4
"216","paulryanvp","gop",7
"217","paulryanvp","vote",4
"218","paulryanvp","election",2
"219","paulryanvp","tcot",14
"220","paulryanvp","america",2
"221","paulryanvp","support",1
"222","paulryanvp","people",1
"223","paulryanvp","mitt",1
"224","paulryanvp","campaign",1
"225","paulryanvp","time",2
"226","paulryanvp","via",4
"227","paulryanvp","voted",8
"228","paulryanvp","americans",1
"229","paulryanvp","country",4
"230","paulryanvp","day",4
"231","paulryanvp","storm",1
"232","paulryanvp","call",1
"233","paulryanvp","win",2
"234","paulryanvp","florida",1
"235","paulryanvp","tell",2
"236","paulryanvp","cross",1
"237","paulryanvp","hey",6
"238","paulryanvp","usa",1
"239","paulryanvp","change",1
"240","paulryanvp","joebiden",1
"241","paulryanvp","lead",3
"242","basic","sandyshurricane",31
"243","ryan","fighting",50
