"","source","target","weight"
"1","robdelaney","asap",71
"2","robdelaney","httpcohmxpol",46
"3","robdelaney","httpcokxnyw",28
"4","robdelaney","video",36
"5","robdelaney","position",21
"6","robdelaney","america",1
"7","robdelaney","benghazi",1
"8","robdelaney","day",1
"9","robdelaney","campaign",1
"10","robdelaney","people",1
"11","robdelaney","taxes",1
"12","robdelaney","halloween",1
"13","robdelaney","real",1
"14","robdelaney","look",1
"15","romneyryan","paulryanvp",6
"16","romneyryan","ohio",3
"17","romneyryan","rally",4
"18","romneyryan","jeep",1
"19","romneyryan","change",27
"20","romneyryan","romneyresponse",26
"21","romneyryan","crowd",12
"22","romneyryan","video",28
"23","romneyryan","bold",24
"24","romneyryan","gop",15
"25","romneyryan","america",4
"26","romneyryan","amp",12
"27","romneyryan","sandy",2
"28","romneyryan","election",12
"29","romneyryan","help",6
"30","romneyryan","fema",1
"31","romneyryan","benghazi",2
"32","romneyryan","day",4
"33","romneyryan","time",33
"34","romneyryan","voted",7
"35","romneyryan","support",3
"36","romneyryan","days",4
"37","romneyryan","cantaffordmore",6
"38","romneyryan","voting",5
"39","romneyryan","obama",3
"40","romneyryan","reppaulryan",1
"41","romneyryan","please",3
"42","romneyryan","via",6
"43","romneyryan","win",3
"44","romneyryan","country",4
"45","romneyryan","halloween",2
"46","romneyryan","americans",2
"47","romneyryan","week",1
"48","romneyryan","teaparty",8
"49","romneyryan","choice",5
"50","romneyryan","real",4
"51","romneyryan","realdonaldtrump",1
"52","romneyryan","final",1
"53","romneyryan","christie",1
"54","romneyryan","love",2
"55","romneyryan","teamromney",30
"56","romneyryan","hurricane",1
"57","romneyryan","hey",1
"58","romneyryan","women",1
"59","romneyryan","look",1
"60","romneyryan","poll",3
"61","asap","httpcohmxpol",46
"62","asap","video",35
"63","asap","day",1
"64","asap","people",1
"65","paulryanvp","ohio",6
"66","paulryanvp","rally",1
"67","paulryanvp","jeep",1
"68","paulryanvp","change",2
"69","paulryanvp","romneyresponse",1
"70","paulryanvp","crowd",1
"71","paulryanvp","video",1
"72","paulryanvp","position",1
"73","paulryanvp","gop",4
"74","paulryanvp","america",7
"75","paulryanvp","amp",9
"76","paulryanvp","sandy",1
"77","paulryanvp","election",6
"78","paulryanvp","help",4
"79","paulryanvp","fema",2
"80","paulryanvp","day",4
"81","paulryanvp","time",3
"82","paulryanvp","voted",6
"83","paulryanvp","support",1
"84","paulryanvp","cantaffordmore",5
"85","paulryanvp","voting",4
"86","paulryanvp","obama",1
"87","paulryanvp","via",1
"88","paulryanvp","win",2
"89","paulryanvp","country",5
"90","paulryanvp","relief",2
"91","paulryanvp","believe",1
"92","paulryanvp","halloween",2
"93","paulryanvp","americans",1
"94","paulryanvp","disaster",2
"95","paulryanvp","week",2
"96","paulryanvp","teaparty",3
"97","paulryanvp","choice",1
"98","paulryanvp","family",1
"99","paulryanvp","real",2
"100","paulryanvp","agenda",2
"101","paulryanvp","final",1
"102","paulryanvp","love",1
"103","paulryanvp","hurricane",1
"104","paulryanvp","stand",12
"105","paulryanvp","women",1
"106","paulryanvp","call",1
"107","paulryanvp","look",12
"108","httpcohmxpol","video",30
"109","ohio","rally",9
"110","ohio","jeep",10
"111","ohio","lie",7
"112","ohio","romneyresponse",1
"113","ohio","video",1
"114","ohio","gop",7
"115","ohio","amp",10
"116","ohio","sandy",8
"117","ohio","election",1
"118","ohio","help",2
"119","ohio","fema",3
"120","ohio","day",1
"121","ohio","voted",1
"122","ohio","campaign",10
"123","ohio","support",9
"124","ohio","days",1
"125","ohio","people",1
"126","ohio","cantaffordmore",1
"127","ohio","voting",4
"128","ohio","obama",2
"129","ohio","reppaulryan",9
"130","ohio","please",1
"131","ohio","via",1
"132","ohio","win",2
"133","ohio","country",2
"134","ohio","relief",6
"135","ohio","believe",2
"136","ohio","taxes",2
"137","ohio","disaster",3
"138","ohio","final",15
"139","ohio","lies",10
"140","ohio","teamromney",1
"141","ohio","pres",1
"142","ohio","hey",1
"143","ohio","stand",1
"144","ohio","hope",2
"145","ohio","look",1
"146","ohio","poll",1
"147","rally","crowd",2
"148","rally","gop",1
"149","rally","amp",7
"150","rally","sandy",2
"151","rally","election",1
"152","rally","fema",1
"153","rally","day",2
"154","rally","campaign",9
"155","rally","support",1
"156","rally","people",2
"157","rally","voting",1
"158","rally","relief",8
"159","rally","halloween",1
"160","rally","disaster",1
"161","rally","final",6
"162","rally","hurricane",1
"163","rally","look",1
"164","attacking","fema",1
"165","attacking","cantaffordmore",32
"166","attacking","obama",1
"167","attacking","please",1
"168","attacking","real",1
"169","attacking","agenda",37
"170","attacking","lies",1
"171","attacking","teamromney",1
"172","jeep","lie",14
"173","jeep","lissmith",10
"174","jeep","amp",2
"175","jeep","sandy",2
"176","jeep","fema",1
"177","jeep","campaign",2
"178","jeep","obama",2
"179","jeep","please",1
"180","jeep","via",1
"181","jeep","relief",2
"182","jeep","disaster",1
"183","jeep","lies",3
"184","jeep","call",1
"185","lie","romneyresponse",1
"186","lie","lissmith",9
"187","lie","brought",1
"188","lie","gop",3
"189","lie","america",1
"190","lie","amp",4
"191","lie","sandy",3
"192","lie","benghazi",2
"193","lie","voted",1
"194","lie","campaign",3
"195","lie","people",2
"196","lie","obama",2
"197","lie","please",1
"198","lie","via",1
"199","lie","win",4
"200","lie","relief",2
"201","lie","americans",2
"202","lie","disaster",2
"203","lie","real",1
"204","change","deanstjames",1
"205","change","romneyresponse",12
"206","change","video",16
"207","change","position",1
"208","change","bold",24
"209","change","gop",1
"210","change","america",6
"211","change","amp",7
"212","change","sandy",8
"213","change","help",3
"214","change","fema",1
"215","change","time",26
"216","change","days",1
"217","change","via",7
"218","change","country",1
"219","change","believe",1
"220","change","halloween",1
"221","change","week",2
"222","change","money",4
"223","change","real",3
"224","change","realdonaldtrump",9
"225","change","teamromney",9
"226","change","hurricane",9
"227","change","hope",1
"228","deanstjames","america",19
"229","deanstjames","election",17
