"","source","target","weight"
"1","benghazi","safe",1
"2","benghazi","voting",5
"3","benghazi","reelection",1
"4","benghazi","local",1
"5","benghazi","amp",22
"6","benghazi","endorses",1
"7","benghazi","sandy",6
"8","benghazi","please",1
"9","benghazi","election",1
"10","benghazi","help",13
"11","benghazi","hurricane",7
"12","benghazi","time",2
"13","benghazi","promised",1
"14","benghazi","via",2
"15","benghazi","days",1
"16","benghazi","country",1
"17","benghazi","win",1
"18","benghazi","support",1
"19","benghazi","remember",10
"20","benghazi","cantaffordmore",1
"21","benghazi","call",11
"22","benghazi","people",16
"23","benghazi","foxnews",10
"24","benghazi","hey",2
"25","benghazi","disaster",1
"26","benghazi","relief",1
"27","benghazi","americans",17
"28","benghazi","cnn",15
"29","benghazi","calls",2
"30","benghazi","news",2
"31","benghazi","real",3
"32","benghazi","voters",1
"33","benghazi","tell",8
"34","benghazi","jobs",1
"35","benghazi","change",1
"36","benghazi","voted",2
"37","benghazi","god",3
"38","benghazi","day",1
"39","benghazi","thank",2
"40","benghazi","herald",1
"41","eastern","instructions",48
"42","eastern","seaboard",49
"43","eastern","officials",48
"44","eastern","safe",48
"45","eastern","forward",1
"46","eastern","local",48
"47","eastern","amp",1
"48","eastern","please",48
"49","instructions","seaboard",48
"50","instructions","officials",48
"51","instructions","safe",49
"52","instructions","local",49
"53","instructions","amp",2
"54","instructions","please",48
"55","seaboard","officials",48
"56","seaboard","safe",48
"57","seaboard","forward",1
"58","seaboard","local",48
"59","seaboard","amp",1
"60","seaboard","please",48
"61","officials","safe",48
"62","officials","local",48
"63","officials","amp",1
"64","officials","please",48
"65","accomplishment","highlights",45
"66","accomplishment","httpcoytafach",45
"67","accomplishment","stunning",45
"68","accomplishment","free",45
"69","accomplishment","reelection",45
"70","accomplishment","endorses",45
"71","highlights","httpcoytafach",45
"72","highlights","stunning",45
"73","highlights","free",45
"74","highlights","reelection",45
"75","highlights","endorses",45
"76","httpcoytafach","stunning",45
"77","httpcoytafach","free",45
"78","httpcoytafach","reelection",45
"79","httpcoytafach","endorses",45
"80","stunning","free",45
"81","stunning","reelection",45
"82","stunning","endorses",45
"83","safe","local",49
"84","safe","amp",2
"85","safe","sandy",2
"86","safe","please",48
"87","safe","time",1
"88","safe","americans",1
"89","safe","tweet",1
"90","safe","god",1
"91","forward","free",2
"92","forward","reelection",1
"93","forward","amp",2
"94","forward","endorses",1
"95","forward","sandy",1
"96","forward","please",4
"97","forward","election",1
"98","forward","help",1
"99","forward","imagine",1
"100","forward","hurricane",1
"101","forward","time",4
"102","forward","via",6
"103","forward","days",4
"104","forward","country",4
"105","forward","win",1
"106","forward","hey",5
"107","forward","endorsed",1
"108","forward","debate",1
"109","forward","women",4
"110","forward","campaign",1
"111","forward","news",1
"112","forward","plan",3
"113","forward","change",3
"114","forward","economy",2
"115","forward","voted",5
"116","forward","god",1
"117","forward","hope",3
"118","forward","day",2
"119","forward","thank",4
"120","forward","herald",1
"121","location","voting",38
"122","location","florida",23
"123","location","voted",1
"124","voting","amp",3
"125","voting","election",1
"126","voting","time",2
"127","voting","days",1
"128","voting","country",1
"129","voting","support",1
"130","voting","people",1
"131","voting","americans",1
"132","voting","florida",26
"133","voting","voted",2
"134","voting","day",1
"135","free","reelection",46
"136","free","amp",1
"137","free","endorses",47
"138","free","election",2
"139","free","god",1
"140","booing","orleans",33
"141","booing","triggers",34
"142","booing","message",34
"143","orleans","triggers",34
"144","orleans","message",34
"145","triggers","message",35
"146","reelection","endorses",48
"147","reelection","please",1
"148","reelection","via",2
"149","reelection","days",1
"150","reelection","news",1
"151","local","amp",2
"152","local","endorses",1
"153","local","please",48
"154","local","help",1
"155","reelecting","amp",1
"156","reelecting","country",33
"157","amp","endorses",2
"158","amp","please",4
"159","amp","election",3
"160","amp","help",4
