"","source","target","weight"
"1","niallofficial","champion",58
"2","niallofficial","wey",58
"3","niallofficial","cmon",49
"4","niallofficial","voteobama",49
"5","niallofficial","hey",58
"6","niallofficial","american",1
"7","congratulations","tonight",16
"8","congratulations","america",16
"9","congratulations","hey",2
"10","congratulations","proud",22
"11","congratulations","people",2
"12","congratulations","night",4
"13","congratulations","speech",3
"14","congratulations","time",3
"15","congratulations","voted",2
"16","congratulations","american",15
"17","congratulations","teamobama",1
"18","congratulations","amazing",5
"19","congratulations","white",7
"20","congratulations","usa",8
"21","congratulations","hope",6
"22","congratulations","house",5
"23","congratulations","americans",3
"24","congratulations","please",3
"25","congratulations","presidente",1
"26","congratulations","votes",1
"27","congratulations","looking",11
"28","congratulations","happy",3
"29","congratulations","moreyears",3
"30","congratulations","obama",2
"31","congratulations","call",2
"32","congratulations","barack",3
"33","congratulations","race",1
"34","congratulations","reelection",14
"35","congratulations","nation",1
"36","congratulations","party",5
"37","champion","wey",58
"38","champion","hey",58
"39","wey","hey",58
"40","cmon","voteobama",49
"41","congrats","voteobama",1
"42","congrats","america",1
"43","congrats","proud",3
"44","congrats","vote",1
"45","congrats","people",1
"46","congrats","time",1
"47","congrats","voted",1
"48","congrats","won",1
"49","congrats","american",4
"50","congrats","love",2
"51","congrats","teamobama",1
"52","congrats","thanks",1
"53","congrats","white",2
"54","congrats","future",12
"55","congrats","twitter",1
"56","congrats","usa",2
"57","congrats","hope",6
"58","congrats","house",2
"59","congrats","please",1
"60","congrats","happy",1
"61","congrats","obama",1
"62","congrats","bright",10
"63","congrats","stay",1
"64","congrats","reelection",1
"65","voteobama","people",1
"66","happened","america",1
"67","happened","proud",12
"68","happened","people",12
"69","happened","usa",1
"70","happened","barack",1
"71","tonight","proud",15
"72","tonight","time",1
"73","tonight","won",1
"74","tonight","american",16
"75","tonight","teamobama",34
"76","tonight","reelection",1
"77","america","hey",1
"78","america","night",22
"79","america","speech",23
"80","america","won",1
"81","america","love",2
"82","america","teamobama",1
"83","america","day",1
"84","america","amazing",2
"85","america","help",1
"86","america","hope",2
"87","america","americans",2
"88","america","looking",12
"89","america","obama",1
"90","america","call",1
"91","america","barack",1
"92","america","race",1
"93","america","reelection",1
"94","america","watch",1
"95","hey","call",5
"96","hey","welcome",1
"97","hey","reelection",2
"98","proud","people",12
"99","proud","night",4
"100","proud","speech",2
"101","proud","time",2
"102","proud","voted",2
"103","proud","won",1
"104","proud","american",22
"105","proud","teamobama",1
"106","proud","day",1
"107","proud","amazing",5
"108","proud","thanks",1
"109","proud","white",4
"110","proud","future",1
"111","proud","usa",1
"112","proud","house",2
"113","proud","feel",1
"114","proud","happy",1
"115","proud","call",3
"116","proud","watch",1
"117","vote","people",2
"118","vote","time",1
"119","vote","voted",1
"120","vote","american",1
"121","vote","day",2
"122","vote","help",4
"123","vote","hope",1
"124","vote","job",1
"125","vote","obama",1
"126","vote","stay",4
"127","people","won",1
"128","people","american",1
"129","people","help",2
"130","people","future",1
"131","people","usa",1
