"","source","target","weight"
"1","ohio","fema",1
"2","ohio","rally",76
"3","ohio","michaelskolnik",67
"4","ohio","signed",67
"5","ohio","realdonaldtrump",1
"6","ohio","victims",72
"7","ohio","event",9
"8","ohio","tax",7
"9","ohio","dear",71
"10","ohio","relief",87
"11","ohio","tcot",14
"12","ohio","amp",6
"13","ohio","election",2
"14","ohio","support",7
"15","ohio","red",2
"16","ohio","cross",1
"17","ohio","help",2
"18","ohio","disaster",74
"19","ohio","please",4
"20","ohio","people",2
"21","ohio","campaign",4
"22","ohio","voted",1
"23","ohio","americans",1
"24","ohio","hurricane",7
"25","ohio","cantaffordmore",1
"26","ohio","reppaulryan",7
"27","ohio","obama",3
"28","ohio","time",3
"29","ohio","week",1
"30","ohio","hey",1
"31","ohio","paulryanvp",4
"32","ohio","via",1
"33","ohio","voters",2
"34","ohio","money",2
"35","ohio","thank",6
"36","ohio","change",2
"37","ohio","florida",4
"38","ohio","polls",8
"39","ohio","win",2
"40","ohio","teaparty",3
"41","ohio","foxnews",7
"42","ohio","american",1
"43","ohio","love",1
"44","fema","rally",1
"45","fema","michaelskolnik",1
"46","fema","realdonaldtrump",2
"47","fema","victims",1
"48","fema","raise",1
"49","fema","event",24
"50","fema","tax",1
"51","fema","dear",1
"52","fema","relief",27
"53","fema","tcot",4
"54","fema","amp",39
"55","fema","support",1
"56","fema","help",7
"57","fema","disaster",25
"58","fema","please",5
"59","fema","america",1
"60","fema","people",13
"61","fema","campaign",1
"62","fema","americans",4
"63","fema","hurricane",2
"64","fema","reppaulryan",1
"65","fema","obama",5
"66","fema","time",5
"67","fema","hey",9
"68","fema","cnn",29
"69","fema","paulryanvp",1
"70","fema","via",2
"71","fema","voters",1
"72","fema","money",3
"73","fema","white",1
"74","fema","agree",1
"75","fema","govchristie",1
"76","fema","imagine",2
"77","fema","times",13
"78","fema","house",1
"79","fema","polls",1
"80","fema","visit",1
"81","fema","win",1
"82","fema","donate",1
"83","fema","call",2
"84","fema","life",1
"85","fema","american",8
"86","fema","love",2
"87","rally","michaelskolnik",69
"88","rally","signed",67
"89","rally","victims",71
"90","rally","event",1
"91","rally","dear",66
"92","rally","relief",75
"93","rally","tcot",5
"94","rally","red",1
"95","rally","help",2
"96","rally","disaster",71
"97","rally","people",1
"98","rally","campaign",3
"99","rally","hurricane",5
"100","rally","obama",1
"101","rally","time",1
"102","rally","hey",1
"103","rally","money",1
"104","rally","change",1
"105","rally","visit",1
"106","rally","teaparty",1
"107","rally","american",1
"108","michaelskolnik","signed",67
"109","michaelskolnik","victims",67
"110","michaelskolnik","event",8
"111","michaelskolnik","dear",74
"112","michaelskolnik","relief",75
"113","michaelskolnik","red",8
"114","michaelskolnik","cross",8
"115","michaelskolnik","disaster",67
"116","michaelskolnik","obama",1
"117","michaelskolnik","white",1
"118","michaelskolnik","house",1
"119","signed","victims",67
"120","signed","dear",66
"121","signed","relief",67
"122","signed","disaster",67
"123","signed","obama",1
"124","taxes","realdonaldtrump",50
"125","taxes","raise",48
"126","taxes","tax",17
"127","taxes","tcot",3
"128","taxes","amp",1
"129","taxes","help",2
"130","taxes","please",1
"131","taxes","america",1
"132","taxes","people",3
"133","taxes","hey",1
"134","taxes","via",1
"135","taxes","life",1
"136","realdonaldtrump","raise",48
"137","realdonaldtrump","redcross",1
"138","realdonaldtrump","towards",39
"139","realdonaldtrump","tax",7
"140","realdonaldtrump","tcot",1
"141","realdonaldtrump","amp",27
"142","realdonaldtrump","election",20
"143","realdonaldtrump","red",1
"144","realdonaldtrump","cross",1
"145","realdonaldtrump","help",2
"146","realdonaldtrump","please",1
"147","realdonaldtrump","people",4
"148","realdonaldtrump","americans",17
"149","realdonaldtrump","hurricane",25
"150","realdonaldtrump","time",1
"151","realdonaldtrump","hey",1
"152","realdonaldtrump","thinking",26
"153","realdonaldtrump","money",3
"154","realdonaldtrump","change",24
"155","realdonaldtrump","polls",23
"156","realdonaldtrump","win",3
"157","realdonaldtrump","donate",1
"158","realdonaldtrump","life",1
"159","httpcooepuxjmo","text",59
"160","httpcooepuxjmo","redcross",59
"161","httpcooepuxjmo","donating",34
"162","httpcooepuxjmo","click",34
"163","httpcooepuxjmo","relief",34
"164","httpcooepuxjmo","support",59
"165","httpcooepuxjmo","red",59
"166","httpcooepuxjmo","cross",59
"167","httpcooepuxjmo","please",34
"168","httpcooepuxjmo","visit",25
"169","text","redcross",61
"170","text","donating",35
"171","text","click",34
"172","text","dear",1
"173","text","relief",35
"174","text","support",61
"175","text","red",62
"176","text","cross",62
"177","text","please",34
"178","text","campaign",1
"179","text","americans",1
"180","text","visit",25
"181","text","donate",2
"182","victims","event",1
"183","victims","dear",66
"184","victims","relief",90
"185","victims","amp",5
"186","victims","election",5
"187","victims","support",1
"188","victims","red",1
"189","victims","cross",1
"190","victims","help",5
"191","victims","disaster",73
"192","victims","americans",2
"193","victims","hurricane",23
"194","victims","obama",1
"195","victims","time",1
"196","victims","thank",3
"197","victims","leadership",1
"198","victims","donate",4
"199","robdelaney","httpcohmxpol",33
"200","robdelaney","relief",3
"201","robdelaney","disaster",3
"202","robdelaney","please",1
"203","robdelaney","hurricane",2
"204","robdelaney","win",1
"205","raise","tax",1
"206","raise","amp",1
"207","raise","red",2
"208","raise","cross",2
"209","raise","help",1
"210","raise","please",1
"211","raise","people",2
"212","raise","campaign",2
"213","raise","obama",1
"214","raise","money",4
"215","raise","life",1
"216","event","dear",8
"217","event","relief",22
"218","event","tcot",7
"219","event","amp",2
"220","event","red",8
"221","event","cross",8
"222","event","disaster",1
"223","event","people",4
"224","event","campaign",8
"225","event","hurricane",2
"226","event","hey",6
"227","event","cnn",23
"228","event","voters",1
"229","event","teaparty",2
"230","event","call",1
"231","redcross","donating",35
"232","redcross","click",34
"233","redcross","dear",1
"234","redcross","relief",35
"235","redcross","tcot",1
"236","redcross","amp",7
"237","redcross","election",1
"238","redcross","support",60
"239","redcross","red",62
"240","redcross","cross",62
"241","redcross","help",1
"242","redcross","please",41
"243","redcross","people",1
"244","redcross","campaign",2
"245","redcross","americans",1
"246","redcross","obama",1
"247","redcross","week",1
