"","source","target","weight"
"1","proudofobama","commander",76
"2","proudofobama","chief",76
"3","proudofobama","past",1
"4","proudofobama","won",28
"5","proudofobama","vote",1
"6","proudofobama","tonight",42
"7","proudofobama","american",1
"8","proudofobama","help",5
"9","proudofobama","win",5
"10","proudofobama","leadership",27
"11","proudofobama","voting",1
"12","proudofobama","campaign",6
"13","proudofobama","job",1
"14","proudofobama","time",1
"15","proudofobama","secure",27
"16","forward","httpconotzhd",87
"17","forward","failed",88
"18","forward","moving",116
"19","forward","past",89
"20","forward","plan",27
"21","forward","policies",88
"22","forward","agree",88
"23","forward","ofaoh",1
"24","forward","math",24
"25","forward","trillion",5
"26","forward","romnesia",1
"27","forward","afford",88
"28","forward","move",43
"29","forward","vote",3
"30","forward","american",3
"31","forward","people",3
"32","forward","look",3
"33","forward","candidate",2
"34","forward","country",8
"35","forward","time",1
"36","forward","hey",1
"37","forward","real",1
"38","forward","watch",8
"39","forward","obama",2
"40","commander","chief",133
"41","commander","failed",2
"42","commander","won",36
"43","commander","john",36
"44","commander","night",9
"45","commander","tonight",9
"46","commander","leadership",4
"47","commander","cnn",36
"48","commander","time",2
"49","commander","real",1
"50","commander","king",36
"51","chief","failed",2
"52","chief","won",36
"53","chief","john",36
"54","chief","night",9
"55","chief","tonight",9
"56","chief","leadership",4
"57","chief","cnn",36
"58","chief","time",2
"59","chief","real",1
"60","chief","king",36
"61","httpconotzhd","failed",87
"62","httpconotzhd","moving",87
"63","httpconotzhd","past",87
"64","httpconotzhd","policies",87
"65","httpconotzhd","agree",87
"66","httpconotzhd","afford",87
"67","failed","moving",88
"68","failed","past",88
"69","failed","policies",91
"70","failed","agree",101
"71","failed","trillion",1
"72","failed","afford",89
"73","failed","tonight",1
"74","failed","debates",2
"75","failed","american",1
"76","failed","cantaffordmore",1
"77","failed","help",1
"78","failed","jobs",1
"79","failed","people",2
"80","failed","reppaulryan",13
"81","failed","romneyresponse",2
"82","failed","time",2
"83","moving","past",88
"84","moving","plan",2
"85","moving","policies",88
"86","moving","agree",88
"87","moving","afford",88
"88","moving","vote",1
"89","moving","debates",1
"90","moving","gop",3
"91","moving","country",1
"92","moving","please",3
"93","moving","time",1
"94","moving","earth",1
"95","moving","obama",2
"96","past","policies",89
"97","past","agree",88
"98","past","trillion",1
"99","past","afford",88
"100","past","move",1
"101","past","jobs",1
"102","past","time",2
"103","plan","math",46
"104","plan","trillion",36
"105","plan","don",35
"106","plan","romnesia",10
"107","plan","afford",1
"108","plan","move",24
"109","plan","vote",7
"110","plan","policy",1
"111","plan","night",3
"112","plan","foreign",1
"113","plan","debates",1
"114","plan","world",5
"115","plan","cantaffordmore",2
"116","plan","help",18
"117","plan","jobs",19
"118","plan","support",6
"119","plan","people",7
"120","plan","look",6
"121","plan","cnn",2
"122","plan","country",5
"123","plan","please",1
"124","plan","romneyresponse",1
"125","plan","time",1
"126","plan","cuts",32
