"","source","target","weight"
"1","proudofobama","commander",73
"2","proudofobama","chief",73
"3","proudofobama","proved",4
"4","proudofobama","tonight",21
"5","proudofobama","secure",12
"6","proudofobama","safer",12
"7","proudofobama","stronger",12
"8","proudofobama","jobs",2
"9","proudofobama","foreign",1
"10","proudofobama","policy",1
"11","proudofobama","mitt",4
"12","proudofobama","leadership",13
"13","proudofobama","won",14
"14","proudofobama","strong",5
"15","proudofobama","world",2
"16","proudofobama","american",1
"17","proudofobama","stand",6
"18","proudofobama","proud",1
"19","proudofobama","leader",4
"20","commander","chief",82
"21","commander","tonight",7
"22","commander","mitt",4
"23","commander","leadership",1
"24","commander","strong",1
"25","commander","american",1
"26","commander","time",3
"27","commander","proud",2
"28","commander","people",1
"29","commander","job",2
"30","commander","gov",1
"31","commander","record",2
"32","chief","tonight",7
"33","chief","mitt",4
"34","chief","vote",1
"35","chief","leadership",1
"36","chief","strong",1
"37","chief","american",1
"38","chief","time",3
"39","chief","proud",2
"40","chief","people",1
"41","chief","job",2
"42","chief","record",2
"43","strongerwithobama","tonight",3
"44","strongerwithobama","home",8
"45","strongerwithobama","iran",8
"46","strongerwithobama","israel",9
"47","strongerwithobama","strong",1
"48","strongerwithobama","time",12
"49","strongerwithobama","nation",8
"50","strongerwithobama","war",10
"51","strongerwithobama","people",2
"52","strongerwithobama","national",3
"53","strongerwithobama","military",4
"54","proved","fire",26
"55","proved","magicjohnson",26
"56","proved","expertise",26
"57","proved","tonight",26
"58","proved","trust",25
"59","proved","candidate",25
"60","proved","foreign",26
"61","proved","policy",26
"62","proved","mitt",4
"63","proved","strong",4
"64","proved","leader",4
"65","fire","magicjohnson",27
"66","fire","expertise",27
"67","fire","tonight",27
"68","fire","trust",25
"69","fire","candidate",25
"70","fire","foreign",27
"71","fire","policy",27
"72","fire","time",1
"73","fire","job",1
"74","fire","love",1
"75","magicjohnson","expertise",28
"76","magicjohnson","tonight",27
"77","magicjohnson","trust",25
"78","magicjohnson","candidate",25
"79","magicjohnson","foreign",27
"80","magicjohnson","policy",27
"81","expertise","tonight",27
"82","expertise","trust",25
"83","expertise","candidate",25
"84","expertise","foreign",27
"85","expertise","policy",27
"86","tonight","trust",25
"87","tonight","bayonets",1
"88","tonight","candidate",25
"89","tonight","secure",12
"90","tonight","safer",12
"91","tonight","stronger",12
"92","tonight","foreign",28
"93","tonight","policy",28
"94","tonight","vote",1
"95","tonight","leadership",16
"96","tonight","won",14
"97","tonight","strong",3
"98","tonight","proud",3
"99","tonight","election",1
"100","tonight","job",2
"101","tonight","real",1
"102","tonight","love",2
"103","tonight","presidential",1
"104","tonight","record",1
"105","trust","candidate",25
"106","trust","foreign",25
"107","trust","policy",25
"108","katyperry","vegas",13
"109","katyperry","celebrate",13
"110","katyperry","wednesday",13
"111","katyperry","mitt",1
"112","katyperry","vote",12
"113","katyperry","free",12
"114","katyperry","getting",13
"115","katyperry","love",1
"116","bayonets","cantaffordmore",1
"117","bayonets","debates",7
"118","bayonets","romneyresponse",2
"119","bayonets","httpcobxknlqp",1
"120","bayonets","lie",2
"121","bayonets","lynndebate",5
"122","bayonets","proud",1
"123","bayonets","election",1
"124","bayonets","gov",1
"125","bayonets","military",3
"126","bayonets","fewer",2
"127","candidate","foreign",25
"128","candidate","policy",25
"129","candidate","israel",3
"130","candidate","presidential",1
"131","secure","safer",13
"132","secure","stronger",13
"133","secure","leadership",13
"134","secure","won",12
"135","secure","nation",1
"136","vegas","celebrate",13
"137","vegas","wednesday",13
"138","vegas","vote",12
"139","vegas","free",12
"140","vegas","americans",1
"141","vegas","getting",13
"142","celebrate","wednesday",13
"143","celebrate","vote",12
"144","celebrate","free",12
"145","celebrate","getting",13
"146","safer","stronger",13
"147","safer","leadership",13
"148","safer","won",12
"149","stronger","leadership",13
"150","stronger","won",12
"151","wednesday","vote",12
"152","wednesday","free",12
"153","wednesday","getting",13
"154","cantaffordmore","debates",27
"155","cantaffordmore","jobs",8
"156","cantaffordmore","foreign",4
"157","cantaffordmore","policy",4
"158","cantaffordmore","mitt",3
"159","cantaffordmore","romneyresponse",24
"160","cantaffordmore","leadership",4
"161","cantaffordmore","home",6
"162","cantaffordmore","israel",6
"163","cantaffordmore","china",2
"164","cantaffordmore","strong",1
"165","cantaffordmore","world",4
"166","cantaffordmore","american",2
"167","cantaffordmore","httpcobxknlqp",15
"168","cantaffordmore","lie",11
"169","cantaffordmore","tcot",1
"170","cantaffordmore","national",5
"171","cantaffordmore","plan",1
"172","cantaffordmore","real",4
"173","cantaffordmore","americans",4
"174","cantaffordmore","lead",1
"175","cantaffordmore","pay",6
"176","cantaffordmore","taxes",6
"177","cantaffordmore","military",1
"178","cantaffordmore","record",4
"179","cantaffordmore","fewer",6
"180","debates","jobs",2
"181","debates","foreign",1
"182","debates","policy",1
"183","debates","romneyresponse",27
"184","debates","vote",1
"185","debates","won",1
"186","debates","israel",8
"187","debates","china",3
"188","debates","american",2
"189","debates","time",1
"190","debates","httpcobxknlqp",18
"191","debates","hey",2
"192","debates","lie",15
"193","debates","lynndebate",5
"194","debates","national",1
"195","debates","plan",1
"196","debates","gov",1
"197","debates","military",2
"198","debates","record",4
"199","debates","fewer",1
"200","jobs","foreign",1
"201","jobs","mitt",1
"202","jobs","romneyresponse",2
"203","jobs","home",6
"204","jobs","china",12
"205","jobs","world",8
"206","jobs","country",1
"207","jobs","american",5
"208","jobs","httpcobxknlqp",1
"209","jobs","lie",1
"210","jobs","lost",4
"211","jobs","national",1
"212","jobs","plan",9
"213","jobs","pay",6
"214","jobs","taxes",6
"215","jobs","fewer",6
"216","foreign","policy",40
"217","foreign","mitt",2
"218","foreign","leadership",1
"219","foreign","china",1
"220","foreign","strong",2
"221","foreign","world",4
"222","foreign","leader",1
"223","foreign","national",4
"224","policy","mitt",2
"225","policy","leadership",1
"226","policy","strong",2
"227","policy","world",4
"228","policy","leader",1
"229","policy","national",4
"230","mitt","leadership",1
"231","mitt","china",1
"232","mitt","strong",6
"233","mitt","country",1
"234","mitt","american",1
"235","mitt","time",3
"236","mitt","leader",4
"237","mitt","job",1
"238","mitt","presidential",1
"239","romneyresponse","israel",6
"240","romneyresponse","china",1
"241","romneyresponse","httpcobxknlqp",18
"242","romneyresponse","lie",15
"243","romneyresponse","national",1
"244","romneyresponse","plan",1
"245","romneyresponse","lead",1
"246","romneyresponse","military",2
"247","romneyresponse","record",4
"248","vote","strong",1
"249","vote","stand",1
"250","vote","free",13
"251","vote","proud",2
"252","vote","leader",1
"253","vote","election",1
"254","vote","job",1
"255","vote","getting",12
"256","vote","love",1
"257","vote","presidential",1
"258","leadership","won",14
"259","leadership","strong",3
"260","leadership","lynndebate",1
"261","leadership","real",5
"262","leadership","americans",5
"263","won","lost",1
