"","source","target","weight"
"1","paulryanvp","ncgop",1
"2","paulryanvp","romneyryan",21
"3","paulryanvp","started",1
"4","paulryanvp","bring",3
"5","paulryanvp","country",3
"6","paulryanvp","tcot",4
"7","paulryanvp","glad",1
"8","paulryanvp","mourdock",12
"9","paulryanvp","realdonaldtrump",2
"10","paulryanvp","god",5
"11","paulryanvp","voting",5
"12","paulryanvp","plan",1
"13","paulryanvp","debate",1
"14","paulryanvp","people",9
"15","paulryanvp","please",2
"16","paulryanvp","time",2
"17","paulryanvp","reppaulryan",1
"18","paulryanvp","jobs",1
"19","paulryanvp","benghazi",2
"20","paulryanvp","voted",8
"21","paulryanvp","colorado",5
"22","paulryanvp","speech",1
"23","paulryanvp","watch",1
"24","paulryanvp","real",2
"25","paulryanvp","tonight",7
"26","paulryanvp","american",1
"27","paulryanvp","americans",1
"28","paulryanvp","campaign",1
"29","paulryanvp","hey",2
"30","paulryanvp","via",10
"31","paulryanvp","video",9
"32","paulryanvp","trump",1
"33","paulryanvp","lies",2
"34","paulryanvp","night",2
"35","paulryanvp","cantaffordmore",6
"36","paulryanvp","tell",2
"37","paulryanvp","getting",2
"38","paulryanvp","leadership",2
"39","paulryanvp","libya",1
"40","paulryanvp","economy",1
"41","paulryanvp","war",1
"42","paulryanvp","world",1
"43","paulryanvp","guy",3
"44","ncgop","started",46
"45","ncgop","rights",1
"46","ncgop","solid",45
"47","ncgop","trending",46
"48","ncgop","bring",1
"49","ncgop","solidly",45
"50","ncgop","convention",45
"51","ncgop","glad",45
"52","ncgop","realdonaldtrump",74
"53","ncgop","god",1
"54","ncgop","voting",1
"55","ncgop","speech",46
"56","ncgop","stop",1
"57","ncgop","real",1
"58","ncgop","trump",3
"59","ncgop","records",1
"60","ncgop","getting",1
"61","ncgop","live",1
"62","httpcoxwsktdde","bring",51
"63","httpcoxwsktdde","country",51
"64","couples","hospital",72
"65","couples","visitation",72
"66","couples","sex",72
"67","couples","perezhilton",56
"68","couples","repulsive",56
"69","couples","rights",72
"70","couples","httpcoekvqhs",50
"71","hospital","visitation",72
"72","hospital","sex",72
"73","hospital","perezhilton",56
"74","hospital","repulsive",56
"75","hospital","rights",72
"76","hospital","httpcoekvqhs",50
"77","visitation","sex",72
"78","visitation","perezhilton",56
"79","visitation","repulsive",56
"80","visitation","rights",72
"81","visitation","httpcoekvqhs",50
"82","romneyryan","started",1
"83","romneyryan","bring",2
"84","romneyryan","country",3
"85","romneyryan","tcot",32
"86","romneyryan","voting",1
"87","romneyryan","plan",2
"88","romneyryan","people",2
"89","romneyryan","time",2
"90","romneyryan","reppaulryan",1
"91","romneyryan","jobs",2
"92","romneyryan","colorado",5
"93","romneyryan","stop",2
"94","romneyryan","watch",2
"95","romneyryan","win",1
"96","romneyryan","real",6
"97","romneyryan","tonight",8
"98","romneyryan","americans",2
"99","romneyryan","video",12
"100","romneyryan","night",1
"101","romneyryan","obama",2
"102","romneyryan","cantaffordmore",5
"103","romneyryan","leadership",5
"104","romneyryan","libya",3
"105","romneyryan","china",1
"106","romneyryan","iowa",3
"107","romneyryan","world",1
"108","romneyryan","create",2
"109","romneyryan","live",2
"110","sex","perezhilton",56
"111","sex","repulsive",56
"112","sex","rights",72
"113","sex","httpcoekvqhs",50
"114","perezhilton","repulsive",56
"115","perezhilton","rights",56
"116","perezhilton","httpcoekvqhs",50
"117","perezhilton","watch",1
"118","perezhilton","trump",1
"119","started","solid",46
"120","started","trending",47
"121","started","solidly",46
"122","started","convention",45
"123","started","glad",47
"124","started","realdonaldtrump",47
"125","started","speech",47
"126","started","real",1
"127","started","trump",1
"128","repulsive","rights",56
"129","repulsive","httpcoekvqhs",50
"130","rights","httpcoekvqhs",50
"131","rights","tcot",1
"132","rights","realdonaldtrump",1
"133","rights","jobs",1
"134","rights","americans",1
"135","rights","obama",2
"136","solid","trending",46
"137","solid","solidly",45
"138","solid","convention",45
"139","solid","glad",46
"140","solid","realdonaldtrump",46
"141","solid","speech",46
"142","trending","solidly",46
"143","trending","convention",45
"144","trending","glad",46
"145","trending","realdonaldtrump",47
"146","trending","speech",47
"147","trending","real",1
"148","trending","trump",1
"149","bring","country",65
"150","bring","realdonaldtrump",1
"151","bring","god",2
"152","bring","time",3
"153","bring","watch",1
"154","bring","video",1
"155","bring","leadership",2
"156","solidly","convention",44
"157","solidly","glad",45
"158","solidly","realdonaldtrump",46
"159","solidly","speech",46
"160","solidly","real",1
"161","solidly","trump",1
"162","country","god",2
"163","country","voting",1
"164","country","plan",1
"165","country","people",1
"166","country","time",3
"167","country","voted",1
"168","country","watch",1
"169","country","win",1
"170","country","tonight",2
"171","country","campaign",1
"172","country","video",1
"173","country","lies",2
"174","country","cantaffordmore",2
"175","country","china",1
"176","country","iowa",1
"177","country","voters",4
"178","convention","glad",45
"179","convention","realdonaldtrump",49
"180","convention","speech",45
"181","obviously","closet",37
"182","obviously","isanyoneup",37
"183","obviously","god",1
"184","closet","isanyoneup",37
"185","tcot","mourdock",6
"186","tcot","god",4
"187","tcot","voting",19
"188","tcot","plan",3
"189","tcot","debate",10
"190","tcot","people",1
"191","tcot","jobs",1
"192","tcot","benghazi",2
"193","tcot","voted",2
"194","tcot","colorado",3
"195","tcot","stop",3
"196","tcot","watch",4
"197","tcot","real",6
"198","tcot","tonight",1
"199","tcot","american",1
"200","tcot","via",3
"201","tcot","video",11
"202","tcot","lies",12
"203","tcot","night",10
"204","tcot","obama",2
