"","source","target","weight"
"1","paulryanvp","romneyryan",41
"2","paulryanvp","tcot",19
"3","paulryanvp","rocks",5
"4","paulryanvp","red",5
"5","paulryanvp","america",11
"6","paulryanvp","colorado",8
"7","paulryanvp","vote",5
"8","paulryanvp","night",1
"9","paulryanvp","tonight",18
"10","paulryanvp","debates",1
"11","paulryanvp","american",1
"12","paulryanvp","gop",9
"13","paulryanvp","cantaffordmore",5
"14","paulryanvp","help",5
"15","paulryanvp","leadership",10
"16","paulryanvp","voting",1
"17","paulryanvp","people",1
"18","paulryanvp","look",2
"19","paulryanvp","ohio",1
"20","paulryanvp","country",12
"21","paulryanvp","reppaulryan",1
"22","paulryanvp","campaign",1
"23","paulryanvp","romneyresponse",14
"24","paulryanvp","time",1
"25","paulryanvp","lost",1
"26","paulryanvp","real",2
"27","paulryanvp","nation",9
"28","paulryanvp","watch",2
"29","paulryanvp","obama",1
"30","romneyryan","tcot",45
"31","romneyryan","rocks",3
"32","romneyryan","nations",1
"33","romneyryan","red",3
"34","romneyryan","dictators",1
"35","romneyryan","america",16
"36","romneyryan","freed",1
"37","romneyryan","colorado",15
"38","romneyryan","vote",2
"39","romneyryan","policy",1
"40","romneyryan","night",3
"41","romneyryan","tonight",16
"42","romneyryan","foreign",1
"43","romneyryan","debates",12
"44","romneyryan","world",5
"45","romneyryan","gop",18
"46","romneyryan","cantaffordmore",3
"47","romneyryan","help",3
"48","romneyryan","win",1
"49","romneyryan","leadership",12
"50","romneyryan","voting",1
"51","romneyryan","support",1
"52","romneyryan","presidential",2
"53","romneyryan","look",2
"54","romneyryan","cnn",1
"55","romneyryan","ohio",10
"56","romneyryan","country",3
"57","romneyryan","please",1
"58","romneyryan","reppaulryan",2
"59","romneyryan","romneyresponse",23
"60","romneyryan","real",4
"61","romneyryan","nation",7
"62","romneyryan","watch",2
"63","tcot","rocks",5
"64","tcot","red",5
"65","tcot","america",1
"66","tcot","colorado",17
"67","tcot","vote",2
"68","tcot","policy",2
"69","tcot","night",8
"70","tcot","tonight",9
"71","tcot","foreign",2
"72","tcot","debates",4
"73","tcot","world",2
"74","tcot","american",1
"75","tcot","gop",17
"76","tcot","cantaffordmore",3
"77","tcot","help",2
"78","tcot","win",4
"79","tcot","jobs",2
"80","tcot","voting",1
"81","tcot","support",1
"82","tcot","presidential",2
"83","tcot","people",1
"84","tcot","look",2
"85","tcot","cnn",2
"86","tcot","ohio",7
"87","tcot","country",4
"88","tcot","please",2
"89","tcot","reppaulryan",1
"90","tcot","job",1
"91","tcot","romneyresponse",23
"92","tcot","time",1
"93","tcot","via",7
"94","tcot","real",2
"95","tcot","war",1
"96","tcot","earth",1
"97","tcot","thedemocrats",1
"98","tcot","americans",2
"99","tcot","watch",4
"100","tcot","wrong",2
"101","tcot","poll",3
"102","hospital","visitation",58
"103","hospital","couples",53
"104","hospital","repulsive",48
"105","hospital","sex",51
"106","hospital","httpcoekvqhs",42
"107","hospital","please",1
"108","hospital","time",1
"109","visitation","couples",52
"110","visitation","repulsive",48
"111","visitation","sex",51
"112","visitation","httpcoekvqhs",42
"113","visitation","time",1
"114","rocks","red",49
