"","source","target","weight"
"1","biden","voting",146
"2","biden","reason",104
"3","biden","forward",6
"4","biden","class",38
"5","biden","jobs",1
"6","biden","steven",36
"7","biden","middle",37
"8","biden","barack",36
"9","biden","dream",36
"10","biden","care",38
"11","biden","joe",37
"12","biden","restore",36
"13","biden","bet",1
"14","biden","betting",1
"15","biden","election",4
"16","biden","unemployment",1
"17","biden","time",2
"18","biden","economy",4
"19","biden","americans",2
"20","biden","american",36
"21","biden","revenge",1
"22","biden","love",4
"23","biden","days",1
"24","biden","benghazi",10
"25","biden","job",3
"26","biden","hope",1
"27","biden","look",1
"28","biden","gas",2
"29","biden","day",1
"30","biden","money",1
"31","voting","reason",107
"32","voting","forward",19
"33","voting","class",39
"34","voting","jobs",1
"35","voting","steven",37
"36","voting","middle",38
"37","voting","barack",41
"38","voting","dream",36
"39","voting","care",39
"40","voting","joe",36
"41","voting","restore",36
"42","voting","reelect",14
"43","voting","bet",1
"44","voting","betting",1
"45","voting","easy",5
"46","voting","office",1
"47","voting","election",8
"48","voting","unemployment",2
"49","voting","time",4
"50","voting","people",1
"51","voting","economy",3
"52","voting","americans",2
"53","voting","american",42
"54","voting","revenge",6
"55","voting","love",6
"56","voting","days",1
"57","voting","win",2
"58","voting","via",1
"59","voting","voted",1
"60","voting","obama",4
"61","voting","future",1
"62","voting","benghazi",10
"63","voting","voters",7
"64","voting","job",3
"65","voting","believe",5
"66","voting","hope",2
"67","voting","look",1
"68","voting","hey",1
"69","voting","gas",2
"70","voting","day",3
"71","voting","money",1
"72","reason","forward",7
"73","reason","class",1
"74","reason","jobs",1
"75","reason","care",2
"76","reason","bet",1
"77","reason","betting",1
"78","reason","unemployment",1
"79","reason","time",2
"80","reason","economy",2
"81","reason","americans",2
"82","reason","american",1
"83","reason","revenge",1
"84","reason","love",3
"85","reason","benghazi",9
"86","reason","job",3
"87","reason","hope",1
"88","reason","look",1
"89","reason","gas",2
"90","reason","day",1
"91","reason","money",1
"92","forward","class",6
"93","forward","middle",6
"94","forward","barack",1
"95","forward","fight",19
"96","forward","bet",13
"97","forward","betting",13
"98","forward","office",1
"99","forward","election",7
"100","forward","unemployment",1
"101","forward","time",14
"102","forward","people",2
"103","forward","economy",7
"104","forward","americans",2
"105","forward","american",1
"106","forward","help",10
"107","forward","sandy",7
"108","forward","days",6
"109","forward","win",5
"110","forward","via",5
"111","forward","obama",3
"112","forward","benghazi",1
"113","forward","voters",4
"114","forward","left",24
"115","forward","look",1
"116","forward","tax",17
"117","forward","hey",1
"118","forward","support",1
"119","forward","stand",2
"120","manufacturing","jobs",48
"121","manufacturing","lost",24
"122","manufacturing","madeinamerica",22
"123","manufacturing","added",23
"124","manufacturing","sector",23
"125","manufacturing","office",24
"126","manufacturing","unemployment",1
"127","manufacturing","cantaffordmore",24
"128","manufacturing","rate",1
"129","manufacturing","support",1
"130","manufacturing","teamromney",18
"131","class","steven",37
"132","class","middle",52
"133","class","barack",36
"134","class","dream",36
"135","class","care",38
"136","class","joe",37
"137","class","restore",36
"138","class","office",1
"139","class","americans",12
"140","class","reppaulryan",12
"141","class","american",36
"142","class","revenge",12
"143","class","help",1
"144","class","campaign",1
"145","class","love",1
"146","class","days",14
"147","class","future",1
"148","class","voters",12
"149","class","job",1
"150","class","left",2
"151","class","makes",1
"152","jobs","lost",26
"153","jobs","madeinamerica",38
"154","jobs","added",36
"155","jobs","sector",25
"156","jobs","office",28
"157","jobs","election",1
"158","jobs","unemployment",1
"159","jobs","cantaffordmore",25
"160","jobs","time",1
"161","jobs","people",16
"162","jobs","economy",14
"163","jobs","rate",1
"164","jobs","jobless",1
"165","jobs","american",7
"166","jobs","help",1
"167","jobs","sandy",1
"168","jobs","days",1
"169","jobs","job",2
"170","jobs","lives",16
"171","jobs","teamromney",20
"172","jobs","stand",1
"173","katyperry","httpcoaebgba",25
"174","katyperry","threes",25
"175","katyperry","tix",25
"176","katyperry","time",1
"177","katyperry","believe",4
"178","katyperry","hope",2
"179","lost","steps",23
"180","lost","credibility",24
"181","lost","easy",23
"182","lost","office",24
"183","lost","unemployment",1
"184","lost","cantaffordmore",23
"185","lost","time",1
"186","lost","campaign",23
"187","lost","gas",2
"188","lost","teamromney",18
"189","lost","ryan",23
"190","madeinamerica","added",22
"191","madeinamerica","sector",22
"192","madeinamerica","people",16
"193","madeinamerica","lives",16
"194","steven","middle",37
"195","steven","barack",36
"196","steven","dream",36
"197","steven","care",37
"198","steven","joe",36
"199","steven","restore",36
"200","steven","american",36
"201","middle","barack",36
"202","middle","dream",36
"203","middle","care",38
"204","middle","joe",37
"205","middle","restore",36
"206","middle","economy",2
"207","middle","american",36
"208","middle","help",1
"209","middle","campaign",1
"210","middle","days",2
"211","middle","future",1
"212","middle","left",2
"213","middle","makes",1
"214","barack","dream",36
"215","barack","care",37
"216","barack","joe",36
"217","barack","restore",36
"218","barack","time",1
"219","barack","people",1
"220","barack","mitt",2
"221","barack","americans",1
"222","barack","american",36
"223","barack","help",1
"224","barack","please",2
"225","barack","days",2
"226","barack","voted",1
"227","barack","obama",2
"228","barack","benghazi",1
"229","barack","voters",1
"230","barack","believe",5
"231","barack","cnn",1
"232","added","sector",22
"233","added","economy",13
"234","dream","care",36
"235","dream","joe",36
"236","dream","restore",36
"237","dream","americans",1
"238","dream","american",39
"239","dream","left",1
"240","dream","photo",1
"241","care","joe",36
"242","care","fight",2
"243","care","restore",36
"244","care","time",1
"245","care","people",2
"246","care","americans",1
"247","care","american",36
"248","care","sandy",1
"249","care","love",1
"250","care","benghazi",2
"251","care","job",2
"252","care","believe",4
"253","joe","restore",36
"254","joe","american",36
"255","fight","bet",12
"256","fight","please",1
"257","fight","job",2
"258","fight","left",19
"259","fight","hope",2
"260","sector","office",3
"261","sector","unemployment",1
"262","sector","cantaffordmore",1
"263","sector","rate",1
"264","httpcoaebgba","threes",25
"265","httpcoaebgba","tix",25
"266","steps","credibility",23
"267","steps","easy",23
"268","steps","campaign",23
"269","steps","ryan",23
"270","threes","tix",25
"271","restore","american",36
"272","restore","sandy",1
"273","credibility","easy",23
"274","credibility","campaign",23
"275","credibility","ryan",23
"276","reelect","time",3
"277","reelect","help",1
"278","reelect","days",1
"279","reelect","win",1
"280","reelect","via",1
"281","reelect","obama",2
"282","bet","betting",20
"283","bet","election",4
"284","bet","unemployment",1
"285","bet","time",2
"286","bet","revenge",1
"287","bet","sandy",1
"288","betting","election",4
"289","betting","time",2
"290","betting","revenge",1
"291","betting","benghazi",1
"292","easy","campaign",23
"293","easy","ryan",23
"294","office","election",1
"295","office","unemployment",70
"296","office","cantaffordmore",87
"297","office","economy",52
"298","office","rate",56
"299","office","sad",51
"300","office","reminder",51
"301","office","jobless",51
"302","office","americans",1
"303","office","reppaulryan",1
"304","office","standstill",51
"305","office","virtual",50
"306","office","campaign",2
"307","office","obama",2
"308","office","job",1
"309","office","left",2
"310","office","hope",1
"311","office","support",1
"312","office","day",1
"313","office","teamromney",18
"314","election","time",1
"315","election","people",1
"316","election","economy",2
"317","election","mitt",4
"318","election","american",4
"319","election","help",9
"320","election","campaign",7
"321","election","sandy",2
"322","election","love",2
"323","election","please",3
"324","election","days",3
"325","election","win",14
"326","election","via",1
"327","election","voted",2
"328","election","obama",1
"329","election","voters",11
"330","election","left",1
"331","election","believe",19
"332","election","hope",5
"333","election","hey",1
"334","election","support",1
"335","election","day",6
"336","election","money",7
"337","unemployment","cantaffordmore",65
"338","unemployment","rate",16
"339","unemployment","reminder",2
"340","unemployment","reppaulryan",10
"341","unemployment","sandy",1
"342","unemployment","job",1
"343","unemployment","left",1
"344","unemployment","hey",2
"345","cantaffordmore","rate",2
"346","cantaffordmore","jobless",1
"347","cantaffordmore","american",1
"348","cantaffordmore","revenge",6
"349","cantaffordmore","benghazi",1
"350","cantaffordmore","job",1
"351","cantaffordmore","hope",6
"352","cantaffordmore","teamromney",17
"353","time","people",1
"354","time","mitt",4
"355","time","help",2
"356","time","campaign",1
"357","time","sandy",3
"358","time","win",1
"359","time","voted",2
"360","time","obama",2
"361","time","benghazi",3
"362","time","hope",2
"363","time","stand",1
"364","people","mitt",4
"365","people","sad",4
"366","people","americans",9
"367","people","american",4
"368","people","revenge",6
"369","people","help",2
"370","people","campaign",5
"371","people","sandy",4
"372","people","love",4
"373","people","please",2
"374","people","days",2
"375","people","win",2
"376","people","via",1
"377","people","voted",3
"378","people","obama",2
"379","people","future",1
"380","people","benghazi",3
"381","people","job",1
"382","people","hope",1
"383","people","hey",1
"384","people","support",2
"385","people","cnn",1
"386","people","gas",1
"387","people","day",4
"388","people","lives",16
"389","people","teamromney",1
"390","people","photo",19
"391","economy","rate",51
"392","economy","sad",51
"393","economy","reminder",51
"394","economy","jobless",51
"395","economy","standstill",51
"396","economy","virtual",50
"397","economy","campaign",1
"398","economy","sandy",1
"399","economy","please",2
"400","economy","job",1
"401","economy","believe",1
"402","economy","hey",2
"403","rate","sad",51
"404","rate","reminder",51
"405","rate","jobless",51
"406","rate","reppaulryan",10
"407","rate","standstill",51
"408","rate","virtual",50
"409","rate","teamromney",1
"410","mitt","sad",4
"411","mitt","american",1
"412","mitt","revenge",8
"413","mitt","sandy",1
"414","mitt","please",4
"415","mitt","win",3
"416","mitt","voted",2
"417","mitt","obama",1
"418","mitt","gas",1
"419","mitt","afford",2
"420","mitt","ryan",1
"421","mitt","makes",3
"422","sad","reminder",52
"423","sad","jobless",51
"424","sad","standstill",51
"425","sad","virtual",50
"426","sad","revenge",4
"427","reminder","jobless",51
"428","reminder","standstill",51
"429","reminder","virtual",50
"430","reminder","voted",1
"431","reminder","voters",1
"432","jobless","standstill",51
"433","jobless","virtual",50
"434","jobless","campaign",1
"435","americans","reppaulryan",12
"436","americans","american",1
"437","americans","revenge",13
"438","americans","help",1
"439","americans","campaign",4
"440","americans","please",2
"441","americans","days",12
"442","americans","voted",1
"443","americans","obama",2
"444","americans","future",1
"445","americans","benghazi",5
"446","americans","voters",12
"447","americans","hope",1
"448","americans","support",1
"449","americans","day",4
"450","reppaulryan","revenge",14
"451","reppaulryan","campaign",10
"452","reppaulryan","days",12
"453","reppaulryan","voters",14
"454","reppaulryan","tax",11
"455","american","revenge",7
"456","american","love",1
"457","american","please",1
"458","american","days",1
"459","american","win",3
"460","american","left",1
"461","american","believe",1
"462","american","hope",1
"463","standstill","virtual",50
"464","revenge","love",2
"465","revenge","please",1
"466","revenge","days",13
"467","revenge","via",1
"468","revenge","benghazi",1
"469","revenge","voters",14
"470","revenge","hope",7
"471","revenge","hey",2
"472","revenge","ryan",1
"473","help","sandy",1
"474","help","please",2
"475","help","win",5
"476","help","via",1
"477","help","voted",2
"478","help","obama",6
"479","help","benghazi",2
"480","help","voters",4
"481","help","hey",2
"482","campaign","sandy",2
"483","campaign","obama",2
"484","campaign","believe",1
"485","campaign","hope",1
"486","campaign","look",1
"487","campaign","tax",10
"488","campaign","hey",1
"489","campaign","support",4
"490","campaign","day",7
"491","campaign","teamromney",1
"492","campaign","money",1
"493","campaign","ryan",23
"494","campaign","makes",1
"495","sandy","days",1
"496","sandy","win",1
"497","sandy","via",5
"498","sandy","voted",1
"499","sandy","obama",1
"500","sandy","future",4
"501","sandy","benghazi",1
"502","sandy","left",2
"503","sandy","hope",1
"504","sandy","look",1
"505","sandy","hey",1
"506","sandy","support",1
"507","sandy","gas",3
"508","sandy","money",1
"509","love","win",1
"510","love","voted",1
"511","love","benghazi",1
"512","love","left",1
"513","love","look",1
"514","love","hey",1
"515","love","lives",1
"516","love","makes",1
"517","please","win",3
"518","please","voted",3
"519","please","obama",1
"520","please","hey",2
"521","please","support",1
"522","please","day",1
