"","source","target","weight"
"1","bitch","basic",201
"2","bitch","sandyshurricane",132
"3","bitch","ahurricanesandy",65
"4","bitch","endorsement",2
"5","bitch","ohio",1
"6","bitch","iowa",1
"7","bitch","endorses",1
"8","bitch","sandy",6
"9","bitch","hurricane",5
"10","bitch","god",1
"11","basic","sandyshurricane",132
"12","basic","ahurricanesandy",65
"13","basic","sandy",2
"14","basic","hurricane",1
"15","basic","god",1
"16","sandyshurricane","sandy",2
"17","sandyshurricane","hurricane",2
"18","gop","romneyryan",13
"19","gop","america",9
"20","gop","paulryanvp",13
"21","gop","endorsement",13
"22","gop","ohio",5
"23","gop","dmregister",1
"24","gop","iowa",3
"25","gop","track",2
"26","gop","enquirer",7
"27","gop","amp",10
"28","gop","endorses",39
"29","gop","sandy",3
"30","gop","please",1
"31","gop","election",5
"32","gop","help",1
"33","gop","hurricane",1
"34","gop","time",3
"35","gop","via",2
"36","gop","days",3
"37","gop","support",2
"38","gop","remember",4
"39","gop","cantaffordmore",9
"40","gop","call",3
"41","gop","people",2
"42","gop","foxnews",4
"43","gop","disaster",2
"44","gop","endorsed",3
"45","gop","debate",10
"46","gop","americans",2
"47","gop","women",1
"48","gop","calls",2
"49","gop","campaign",3
"50","gop","news",9
"51","gop","plan",5
"52","gop","real",1
"53","gop","voters",2
"54","gop","jobs",1
"55","gop","change",9
"56","gop","florida",4
"57","gop","economy",2
"58","gop","voted",1
"59","gop","god",1
"60","gop","red",1
"61","gop","day",3
"62","romneyryan","america",6
"63","romneyryan","paulryanvp",13
"64","romneyryan","endorsement",22
"65","romneyryan","ohio",13
"66","romneyryan","iowa",17
"67","romneyryan","newspaper",14
"68","romneyryan","track",1
"69","romneyryan","poll",1
"70","romneyryan","enquirer",11
"71","romneyryan","fema",1
"72","romneyryan","endorses",35
"73","romneyryan","sandy",1
"74","romneyryan","please",1
"75","romneyryan","election",1
"76","romneyryan","time",6
"77","romneyryan","via",2
"78","romneyryan","days",3
"79","romneyryan","country",1
"80","romneyryan","win",6
"81","romneyryan","cantaffordmore",7
"82","romneyryan","people",1
"83","romneyryan","foxnews",1
"84","romneyryan","hey",2
"85","romneyryan","endorsed",12
"86","romneyryan","debate",5
"87","romneyryan","americans",1
"88","romneyryan","women",1
"89","romneyryan","cnn",3
"90","romneyryan","tweet",1
"91","romneyryan","campaign",1
"92","romneyryan","news",5
"93","romneyryan","plan",2
"94","romneyryan","real",3
"95","romneyryan","voters",2
"96","romneyryan","jobs",1
"97","romneyryan","change",5
"98","romneyryan","florida",5
"99","romneyryan","economy",2
"100","romneyryan","voted",2
"101","romneyryan","hope",1
"102","romneyryan","thank",4
"103","romneyryan","herald",2
"104","america","paulryanvp",5
"105","america","deanstjames",26
"106","america","endorsement",35
"107","america","ohio",4
"108","america","dmregister",34
