"","source","target","weight"
"1","benghazi","agree",1
"2","benghazi","afford",1
"3","benghazi","forward",2
"4","benghazi","failed",3
"5","benghazi","disaster",1
"6","benghazi","truthzone",13
"7","benghazi","mtv",7
"8","benghazi","standdown",23
"9","benghazi","continue",4
"10","benghazi","chief",2
"11","benghazi","election",2
"12","benghazi","people",19
"13","benghazi","time",6
"14","benghazi","white",2
"15","benghazi","americans",15
"16","benghazi","help",15
"17","benghazi","support",3
"18","benghazi","american",9
"19","benghazi","via",3
"20","benghazi","please",4
"21","benghazi","hey",8
"22","benghazi","video",6
"23","benghazi","day",1
"24","benghazi","reppaulryan",1
"25","benghazi","stand",8
"26","benghazi","woods",3
"27","benghazi","cnn",18
"28","benghazi","look",2
"29","benghazi","news",4
"30","benghazi","believe",10
"31","benghazi","tyrone",3
"32","benghazi","story",4
"33","benghazi","abc",18
"34","benghazi","claim",2
"35","benghazi","dear",4
"36","benghazi","lied",5
"37","benghazi","msnbc",15
"38","benghazi","stevens",4
"39","agree","afford",82
"40","agree","forward",40
"41","agree","failed",65
"42","agree","disaster",45
"43","agree","crashed",40
"44","agree","severely",41
"45","agree","standdown",3
"46","agree","views",45
"47","agree","mitt",41
"48","agree","bring",40
"49","agree","moving",40
"50","agree","plan",40
"51","agree","white",41
"52","agree","americans",2
"53","agree","support",1
"54","agree","economy",40
"55","agree","reppaulryan",25
"56","afford","forward",40
"57","afford","failed",40
"58","afford","disaster",41
"59","afford","crashed",40
"60","afford","severely",41
"61","afford","standdown",1
"62","afford","views",41
"63","afford","mitt",41
"64","afford","bring",40
"65","afford","moving",40
"66","afford","plan",40
"67","afford","white",41
"68","afford","economy",40
"69","afford","please",1
"70","afford","future",1
"71","forward","failed",40
"72","forward","crashed",40
"73","forward","continue",13
"74","forward","chief",1
"75","forward","election",2
"76","forward","voted",1
"77","forward","mitt",1
"78","forward","people",4
"79","forward","bring",40
"80","forward","moving",63
"81","forward","plan",40
"82","forward","help",27
"83","forward","economy",48
"84","forward","via",1
"85","forward","hey",2
"86","forward","video",1
"87","forward","hope",1
"88","forward","campaign",2
"89","forward","win",6
"90","forward","stand",2
"91","forward","look",11
"92","forward","future",13
"93","forward","msnbc",1
"94","forward","children",13
"95","gtgtgtgt","httpcoozwwc",48
"96","gtgtgtgt","nevasettle",48
"97","httpcoozwwc","nevasettle",48
"98","failed","crashed",43
"99","failed","standdown",2
"100","failed","jobs",1
"101","failed","bring",43
"102","failed","moving",40
"103","failed","plan",43
"104","failed","economy",43
"105","failed","reppaulryan",25
"106","failed","woods",1
"107","failed","tyrone",1
"108","failed","lied",1
"109","failed","stevens",1
"110","disaster","severely",41
"111","disaster","standdown",1
"112","disaster","views",45
"113","disaster","mitt",41
"114","disaster","white",41
"115","crashed","bring",43
"116","crashed","moving",40
"117","crashed","plan",43
"118","crashed","economy",44
"119","severely","views",41
"120","severely","mitt",41
"121","severely","white",41
"122","truthzone","people",7
"123","truthzone","white",1
"124","truthzone","americans",10
"125","truthzone","american",5
"126","truthzone","stand",7
"127","truthzone","cnn",14
"128","truthzone","believe",9
"129","truthzone","abc",14
"130","truthzone","lied",1
"131","truthzone","msnbc",14
"132","mtv","standdown",1
"133","mtv","continue",2
"134","mtv","americans",1
"135","mtv","via",1
"136","mtv","hey",4
"137","mtv","believe",1
"138","mtv","love",1
"139","standdown","election",2
"140","standdown","people",2
"141","standdown","time",2
"142","standdown","americans",8
"143","standdown","help",4
"144","standdown","american",4
"145","standdown","please",2
"146","standdown","hey",1
"147","standdown","day",1
"148","standdown","reppaulryan",1
"149","standdown","stand",4
"150","standdown","woods",2
"151","standdown","cnn",5
"152","standdown","look",1
"153","standdown","news",1
"154","standdown","tyrone",3
"155","standdown","stop",1
"156","standdown","abc",5
"157","standdown","claim",2
"158","standdown","msnbc",2
"159","lenadunham","httpcorgnjibr",31
"160","lenadunham","highly",34
"161","lenadunham","recommend",34
"162","lenadunham","time",37
"163","lenadunham","white",1
"164","lenadunham","video",3
"165","lenadunham","tax",1
"166","lenadunham","myfirsttime",1
"167","lenadunham","love",1
"168","views","mitt",41
"169","views","white",41
"170","continue","please",2
"171","continue","future",13
"172","continue","dear",1
"173","continue","children",13
"174","httpcorgnjibr","highly",31
"175","httpcorgnjibr","recommend",31
"176","httpcorgnjibr","time",31
"177","eric","time",1
"178","eric","story",29
"179","highly","recommend",34
"180","highly","time",34
"181","recommend","time",34
"182","chief","white",1
"183","chief","american",1
"184","chief","via",1
"185","chief","powell",1
"186","chief","news",1
"187","chief","colin",1
"188","election","voted",4
"189","election","people",1
"190","election","bring",1
"191","election","americans",1
"192","election","help",3
"193","election","american",1
"194","election","night",29
"195","election","please",1
"196","election","hey",4
"197","election","realdonaldtrump",1
"198","election","hope",1
"199","election","campaign",4
"200","election","day",18
"201","election","win",4
"202","election","future",1
"203","election","love",2
"204","voted","mitt",1
"205","voted","people",1
"206","voted","plan",8
"207","voted","white",2
"208","voted","americans",1
"209","voted","american",2
"210","voted","hey",2
"211","voted","hope",1
"212","voted","campaign",1
"213","voted","day",3
"214","voted","win",2
"215","voted","powell",8
"216","voted","look",1
"217","voted","news",4
"218","voted","believe",1
"219","voted","colin",8
"220","mitt","people",1
"221","mitt","time",1
"222","mitt","white",42
"223","mitt","support",1
"224","mitt","via",1
"225","mitt","hey",1
"226","mitt","realdonaldtrump",1
"227","mitt","tax",1
"228","mitt","hope",2
"229","mitt","day",1
"230","mitt","stand",1
"231","mitt","cnn",1
"232","mitt","news",1
"233","mitt","believe",1
"234","mitt","story",1
"235","mitt","dear",1
"236","mitt","msnbc",1
"237","jobs","plan",6
"238","jobs","tax",3
"239","jobs","care",17
"240","jobs","powell",17
"241","jobs","colin",17
"242","jobs","claim",23
"243","people","plan",1
"244","people","help",3
"245","people","support",1
"246","people","american",16
"247","people","please",2
"248","people","video",1
"249","people","hope",1
"250","people","campaign",2
"251","people","day",1
"252","people","stand",8
"253","people","woods",2
"254","people","cnn",1
"255","people","news",2
"256","people","believe",1
"257","people","future",2
"258","people","tyrone",1
"259","people","story",1
"260","people","abc",1
"261","people","dear",1
"262","people","lied",2
"263","people","msnbc",1
"264","people","stevens",1
"265","time","americans",1
"266","time","help",4
"267","time","american",2
"268","time","via",1
"269","time","hey",2
"270","time","video",2
"271","time","day",2
"272","time","stand",1
"273","time","powell",2
"274","time","look",1
"275","time","colin",2
"276","time","story",1
"277","time","love",1
"278","time","msnbc",1
"279","bring","moving",40
"280","bring","plan",43
"281","bring","economy",43
"282","bring","day",1
"283","bring","myfirsttime",1
"284","moving","plan",40
"285","moving","help",16
"286","moving","economy",40
"287","plan","economy",43
"288","plan","tax",3
"289","plan","powell",8
"290","plan","colin",8
"291","white","via",1
"292","white","powell",1
"293","white","cnn",1
"294","white","colin",1
"295","white","story",1
"296","white","abc",1
"297","white","msnbc",1
"298","americans","help",3
"299","americans","night",1
"300","americans","please",1
"301","americans","hey",4
"302","americans","hope",1
"303","americans","day",1
"304","americans","stand",8
"305","americans","powell",1
"306","americans","cnn",10
"307","americans","believe",9
"308","americans","colin",1
"309","americans","love",1
"310","americans","abc",10
"311","americans","lied",1
"312","americans","msnbc",10
"313","help","american",5
"314","help","via",1
"315","help","please",1
"316","help","video",3
"317","help","realdonaldtrump",1
"318","help","day",1
"319","help","win",7
"320","help","stevens",1
"321","support","american",1
"322","support","please",3
"323","support","video",2
"324","support","campaign",2
"325","support","win",1
"326","support","powell",1
"327","support","colin",1
"328","support","story",1
"329","american","please",2
"330","american","hey",2
"331","american","hope",1
"332","american","day",1
"333","american","stand",4
"334","american","believe",2
"335","american","lied",1
"336","economy","via",1
"337","economy","news",1
"338","economy","abc",1
"339","night","day",1
"340","night","win",1
"341","night","believe",3
"342","night","myfirsttime",1
"343","via","hey",1
"344","via","video",1
"345","via","tax",3
"346","via","look",2
"347","via","news",1
"348","via","believe",1
"349","please","hey",4
"350","please","video",1
"351","please","campaign",1
"352","please","day",1
"353","please","win",1
"354","please","stand",1
"355","please","woods",1
"356","please","future",1
"357","please","tyrone",1
"358","please","myfirsttime",1
"359","please","stop",1
"360","please","love",1
"361","please","dear",3
"362","hey","video",1
"363","hey","realdonaldtrump",1
"364","hey","hope",1
"365","hey","day",1
"366","hey","stand",5
"367","hey","myfirsttime",1
"368","hey","msnbc",1
"369","video","day",1
"370","video","powell",1
"371","video","colin",1
"372","video","myfirsttime",1
"373","video","stop",1
"374","video","dear",1
"375","realdonaldtrump","stop",1
"376","realdonaldtrump","love",1
"377","hope","win",3
"378","hope","stand",1
"379","hope","believe",1
"380","hope","lied",1
"381","campaign","myfirsttime",1
"382","campaign","stop",1
"383","day","win",1
"384","day","woods",1
"385","day","believe",1
"386","day","tyrone",1
"387","day","myfirsttime",1
"388","day","stop",1
"389","day","love",1
"390","win","stand",1
"391","win","care",1
"392","win","future",1
"393","win","love",1
"394","sexual","myfirsttime",8
"395","sexual","children",1
"396","stand","love",1
"397","stand","dear",5
"398","woods","look",3
"399","woods","tyrone",9
"400","woods","story",1
"401","woods","lied",1
"402","woods","msnbc",2
"403","woods","stevens",5
"404","care","powell",17
"405","care","look",1
"406","care","believe",2
"407","care","colin",17
"408","powell","cnn",1
"409","powell","colin",37
"410","cnn","news",1
"411","cnn","believe",9
"412","cnn","colin",1
"413","cnn","abc",31
"414","cnn","lied",1
"415","cnn","msnbc",22
"416","look","news",2
"417","look","tyrone",1
"418","look","msnbc",1
"419","look","stevens",2
"420","news","abc",2
"421","news","msnbc",2
"422","believe","story",1
"423","believe","stop",1
"424","believe","love",2
"425","believe","abc",9
"426","believe","lied",2
"427","believe","msnbc",9
"428","future","love",1
"429","future","children",14
"430","tyrone","story",1
"431","tyrone","lied",1
"432","tyrone","msnbc",2
"433","tyrone","stevens",3
"434","story","lied",1
"435","story","stevens",1
"436","stop","love",1
"437","stop","dear",1
"438","abc","lied",1
"439","abc","msnbc",22
"440","dear","msnbc",3
"441","lied","stevens",1
