"","source","target","weight"
"1","withdraw","refuses",80
"2","withdraw","httpcotpfllz",78
"3","withdraw","intended",119
"4","withdraw","agree",42
"5","withdraw","pregnancies",79
"6","withdraw","claims",79
"7","withdraw","force",41
"8","withdraw","bear",40
"9","withdraw","rape",120
"10","withdraw","attacker",40
"11","withdraw","victims",41
"12","withdraw","richard",80
"13","withdraw","child",40
"14","withdraw","mourdock",122
"15","withdraw","god",119
"16","americaforward","denver",3
"17","americaforward","vegas",9
"18","americaforward","fired",25
"19","americaforward","plan",8
"20","americaforward","people",4
"21","americaforward","jobs",4
"22","americaforward","colorado",37
"23","americaforward","speech",13
"24","americaforward","stop",13
"25","americaforward","watch",26
"26","americaforward","tonight",2
"27","americaforward","voters",2
"28","americaforward","live",13
"29","refuses","httpcotpfllz",78
"30","refuses","intended",79
"31","refuses","pregnancies",79
"32","refuses","claims",79
"33","refuses","rape",79
"34","refuses","richard",80
"35","refuses","mourdock",80
"36","refuses","god",79
"37","httpcotpfllz","intended",78
"38","httpcotpfllz","pregnancies",78
"39","httpcotpfllz","claims",78
"40","httpcotpfllz","rape",78
"41","httpcotpfllz","richard",78
"42","httpcotpfllz","mourdock",78
"43","httpcotpfllz","god",78
"44","intended","agree",40
"45","intended","pregnancies",81
"46","intended","claims",80
"47","intended","force",40
"48","intended","bear",40
"49","intended","rape",123
"50","intended","attacker",40
"51","intended","victims",40
"52","intended","richard",80
"53","intended","child",40
"54","intended","mourdock",120
"55","intended","god",122
"56","intended","candidate",1
"57","agree","force",41
"58","agree","bear",40
"59","agree","rape",41
"60","agree","attacker",40
"61","agree","victims",41
"62","agree","forward",27
"63","agree","child",40
"64","agree","past",26
"65","agree","mourdock",42
"66","agree","realdonaldtrump",2
"67","agree","god",40
"68","agree","people",1
"69","agree","reppaulryan",24
"70","agree","tonight",1
"71","agree","romnesia",7
"72","agree","records",2
"73","agree","world",1
"74","denver","vegas",1
"75","denver","chant",35
"76","denver","time",17
"77","denver","colorado",2
"78","denver","stop",4
"79","denver","tonight",1
"80","denver","hey",1
"81","denver","help",1
"82","denver","video",1
"83","denver","obama",1
"84","denver","iowa",3
"85","denver","voters",2
"86","pregnancies","claims",80
"87","pregnancies","rape",81
"88","pregnancies","richard",80
