"","source","target","weight"
"1","benghazi","imagine",2
"2","benghazi","failed",4
"3","benghazi","agree",5
"4","benghazi","forward",3
"5","benghazi","twice",1
"6","benghazi","voting",7
"7","benghazi","election",6
"8","benghazi","people",13
"9","benghazi","time",4
"10","benghazi","help",17
"11","benghazi","mitt",1
"12","benghazi","jobs",1
"13","benghazi","american",8
"14","benghazi","economy",1
"15","benghazi","reppaulryan",2
"16","benghazi","real",2
"17","benghazi","days",4
"18","benghazi","god",4
"19","benghazi","hey",12
"20","benghazi","foxnews",9
"21","benghazi","cantaffordmore",1
"22","benghazi","house",3
"23","benghazi","cnn",20
"24","benghazi","watch",7
"25","benghazi","campaign",1
"26","benghazi","friends",1
"27","benghazi","video",11
"28","benghazi","taxes",1
"29","benghazi","tell",10
"30","benghazi","thank",4
"31","benghazi","hard",1
"32","benghazi","lying",1
"33","benghazi","stand",7
"34","benghazi","remember",10
"35","benghazi","woods",10
"36","benghazi","dear",19
"37","benghazi","truth",15
"38","benghazi","office",1
"39","benghazi","believe",7
"40","imagine","twice",45
"41","imagine","voting",1
"42","imagine","time",45
"43","imagine","hard",34
"44","grabbing","pint",50
"45","grabbing","time",1
"46","grabbing","mitt",2
"47","grabbing","jobs",1
"48","pint","time",1
"49","pint","mitt",2
"50","pint","jobs",1
"51","failed","agree",57
"52","failed","crashed",42
"53","failed","forward",28
"54","failed","election",1
"55","failed","people",1
"56","failed","time",2
"57","failed","voted",1
"58","failed","mitt",11
"59","failed","jobs",1
"60","failed","moving",27
"61","failed","american",1
"62","failed","economy",42
"63","failed","plan",18
"64","failed","reppaulryan",31
"65","failed","bring",42
"66","failed","hey",1
"67","failed","top",24
"68","failed","remember",24
"69","failed","woods",3
"70","failed","office",2
"71","agree","crashed",17
"72","agree","forward",28
"73","agree","mitt",23
"74","agree","moving",27
"75","agree","economy",17
"76","agree","plan",19
"77","agree","reppaulryan",30
"78","agree","bring",18
"79","agree","win",1
"80","agree","house",22
"81","agree","don",9
"82","crashed","forward",17
"83","crashed","moving",17
"84","crashed","economy",42
