"","source","target","weight"
"1","ellenpage","period",207
"2","ellenpage","lady",206
"3","ellenpage","via",1
"4","ellenpage","voting",2
"5","ellenpage","time",2
"6","ellenpage","tax",1
"7","ellenpage","voters",1
"8","ellenpage","women",2
"9","ellenpage","hope",1
"10","ellenpage","usa",1
"11","period","lady",206
"12","period","voting",1
"13","period","usa",1
"14","period","pay",4
"15","reppaulryan","tuesday",151
"16","reppaulryan","elect",151
"17","reppaulryan","romneyryan",3
"18","reppaulryan","tcot",3
"19","reppaulryan","paulryanvp",1
"20","reppaulryan","rooting",53
"21","reppaulryan","voting",1
"22","reppaulryan","people",1
"23","reppaulryan","ohio",2
"24","reppaulryan","voted",22
"25","reppaulryan","americans",1
"26","reppaulryan","hope",1
"27","reppaulryan","money",1
"28","reppaulryan","washington",3
"29","reppaulryan","wisconsin",2
"30","lady","romneyryan",1
"31","lady","paulryanvp",1
"32","lady","voting",1
"33","lady","usa",1
"34","lady","white",1
"35","tuesday","elect",151
"36","tuesday","romneyryan",6
"37","tuesday","tcot",4
"38","tuesday","paulryanvp",3
"39","tuesday","america",5
"40","tuesday","voting",4
"41","tuesday","people",1
"42","tuesday","win",7
"43","tuesday","ohio",5
"44","tuesday","crowd",1
"45","tuesday","time",1
"46","tuesday","voted",8
"47","tuesday","americans",1
"48","tuesday","gop",1
"49","tuesday","video",1
"50","tuesday","tell",3
"51","tuesday","help",2
"52","tuesday","hope",4
"53","tuesday","thank",10
"54","tuesday","real",1
"55","tuesday","future",2
"56","tuesday","washington",1
"57","tuesday","pay",1
"58","tuesday","wisconsin",2
"59","tuesday","look",1
"60","tuesday","ready",3
"61","tuesday","fired",1
"62","elect","romneyryan",4
"63","elect","paulryanvp",1
"64","elect","america",1
"65","elect","people",1
"66","elect","ohio",2
"67","elect","bring",1
"68","elect","help",1
"69","elect","final",1
"70","elect","wisconsin",2
"71","cher","kathygriffin",106
"72","cher","ladies",97
"73","cher","httpcoqielks",97
"74","cher","lookout",97
"75","cher","morrowchris",97
"76","cher","via",103
"77","cher","youtube",97
"78","cher","argument",97
"79","cher","romneyryan",5
"80","cher","tcot",1
"81","cher","rights",97
"82","cher","agree",97
"83","cher","time",7
"84","cher","gop",1
"85","cher","women",1
"86","cher","video",1
"87","kathygriffin","ladies",97
"88","kathygriffin","httpcoqielks",97
"89","kathygriffin","lookout",97
"90","kathygriffin","morrowchris",97
"91","kathygriffin","via",103
"92","kathygriffin","youtube",97
"93","kathygriffin","argument",97
"94","kathygriffin","tcot",1
"95","kathygriffin","rights",97
"96","kathygriffin","agree",97
"97","kathygriffin","time",7
"98","kathygriffin","gop",1
"99","kathygriffin","women",1
"100","kathygriffin","video",1
"101","ladies","httpcoqielks",97
"102","ladies","lookout",97
"103","ladies","morrowchris",97
"104","ladies","via",97
"105","ladies","youtube",97
"106","ladies","argument",97
"107","ladies","rights",97
"108","ladies","agree",97
"109","httpcoqielks","lookout",97
"110","httpcoqielks","morrowchris",97
"111","httpcoqielks","via",97
"112","httpcoqielks","youtube",97
"113","httpcoqielks","argument",97
"114","httpcoqielks","rights",97
"115","httpcoqielks","agree",97
"116","lookout","morrowchris",97
"117","lookout","via",97
"118","lookout","youtube",97
"119","lookout","argument",97
"120","lookout","rights",97
"121","lookout","agree",97
"122","morrowchris","via",97
"123","morrowchris","youtube",97
"124","morrowchris","argument",97
"125","morrowchris","rights",97
"126","morrowchris","agree",97
"127","via","youtube",100
"128","via","argument",97
"129","via","romneyryan",1
"130","via","tcot",1
"131","via","paulryanvp",3
"132","via","endorses",1
"133","via","rights",97
"134","via","agree",97
"135","via","america",1
