"","source","target","weight"
"1","httpcoslazkde","support",96
"2","httpcoslazkde","red",96
"3","httpcoslazkde","cross",96
"4","york","httpcofuaqvh",58
"5","york","bbcbreaking",57
"6","york","homes",58
"7","york","fire",58
"8","york","destroyed",58
"9","york","declared",58
"10","york","major",60
"11","york","video",58
"12","york","election",1
"13","york","support",1
"14","york","help",1
"15","york","disaster",60
"16","york","please",1
"17","york","cantaffordmore",1
"18","york","hey",1
"19","york","thank",1
"20","httpcofuaqvh","bbcbreaking",57
"21","httpcofuaqvh","homes",58
"22","httpcofuaqvh","fire",58
"23","httpcofuaqvh","destroyed",58
"24","httpcofuaqvh","declared",58
"25","httpcofuaqvh","major",58
"26","httpcofuaqvh","video",58
"27","httpcofuaqvh","disaster",58
"28","bbcbreaking","homes",57
"29","bbcbreaking","fire",57
"30","bbcbreaking","destroyed",57
"31","bbcbreaking","declared",57
"32","bbcbreaking","major",57
"33","bbcbreaking","video",57
"34","bbcbreaking","amp",1
"35","bbcbreaking","disaster",57
"36","bbcbreaking","people",1
"37","bbcbreaking","hurricane",1
"38","homes","fire",58
"39","homes","destroyed",59
"40","homes","declared",59
"41","homes","major",59
"42","homes","video",58
"43","homes","amp",1
"44","homes","help",1
"45","homes","disaster",59
"46","homes","people",2
"47","homes","campaign",1
"48","homes","money",1
"49","fire","destroyed",58
"50","fire","day",1
"51","fire","declared",58
"52","fire","major",58
"53","fire","video",58
"54","fire","amp",2
"55","fire","red",1
"56","fire","cross",1
"57","fire","disaster",58
"58","fire","america",1
"59","fire","voted",4
"60","fire","thank",2
"61","fire","govchristie",1
"62","fire","fighting",1
"63","fire","leadership",1
"64","destroyed","declared",58
"65","destroyed","major",58
"66","destroyed","video",58
"67","destroyed","voting",1
"68","destroyed","help",1
"69","destroyed","disaster",58
"70","day","friends",39
"71","day","ballot",38
"72","day","key",1
"73","day","oval",40
"74","day","single",42
"75","day","httpcojgmzwah",38
"76","day","httpcoxaeqqde",38
"77","day","families",40
"78","day","foot",40
"79","day","voting",7
"80","day","cast",38
"81","day","httpcoldqcgk",36
"82","day","set",40
"83","day","amp",2
"84","day","election",68
"85","day","help",12
"86","day","america",2
"87","day","people",1
"88","day","americans",1
"89","day","hurricane",1
"90","day","time",1
"91","day","week",40
"92","day","thinking",41
"93","day","voters",1
"94","day","change",2
"95","day","white",1
"96","day","watch",1
"97","day","florida",4
"98","day","house",1
"99","day","fighting",41
"100","day","call",1
"101","day","love",1
"102","declared","major",59
"103","declared","video",58
"104","declared","disaster",59
"105","declared","people",1
"106","friends","ballot",39
"107","friends","httpcojgmzwah",38
"108","friends","httpcoxaeqqde",38
"109","friends","cast",39
"110","friends","amp",2
"111","friends","election",38
"112","friends","help",1
"113","friends","disaster",1
"114","friends","voted",1
"115","friends","americans",1
"116","friends","time",1
"117","friends","week",38
"118","friends","via",1
"119","friends","govchristie",1
"120","friends","fighting",1
"121","friends","love",1
"122","hoursofhell","benghazi",36
"123","hoursofhell","families",1
"124","hoursofhell","voting",1
"125","hoursofhell","amp",2
"126","hoursofhell","help",2
"127","hoursofhell","please",2
"128","hoursofhell","america",1
"129","hoursofhell","people",7
"130","hoursofhell","americans",9
"131","hoursofhell","time",1
"132","hoursofhell","cnn",7
"133","hoursofhell","via",2
"134","hoursofhell","change",1
"135","hoursofhell","watch",8
"136","hoursofhell","teaparty",8
"137","hoursofhell","call",2
"138","hoursofhell","foxnews",1
"139","hoursofhell","life",6
"140","benghazi","video",5
"141","benghazi","single",1
"142","benghazi","voting",1
"143","benghazi","amp",31
"144","benghazi","election",2
"145","benghazi","red",2
"146","benghazi","cross",2
"147","benghazi","help",4
"148","benghazi","please",3
"149","benghazi","america",3
"150","benghazi","people",5
"151","benghazi","americans",29
"152","benghazi","hurricane",4
"153","benghazi","cantaffordmore",3
"154","benghazi","obama",1
"155","benghazi","time",1
"156","benghazi","week",1
"157","benghazi","hey",1
"158","benghazi","cnn",13
"159","benghazi","paulryanvp",1
"160","benghazi","via",3
"161","benghazi","watch",4
"162","benghazi","polls",1
"163","benghazi","teaparty",10
"164","benghazi","call",2
"165","benghazi","foxnews",3
"166","benghazi","life",2
"167","benghazi","american",3
"168","major","video",58
"169","major","amp",1
"170","major","support",1
"171","major","disaster",61
"172","major","people",1
"173","ballot","httpcojgmzwah",38
"174","ballot","httpcoxaeqqde",38
"175","ballot","voting",5
"176","ballot","cast",40
"177","ballot","election",38
"178","ballot","america",1
"179","ballot","voted",2
"180","ballot","time",2
"181","ballot","week",38
"182","key","election",1
"183","key","help",45
"184","key","please",23
"185","key","time",1
"186","key","voters",46
"187","key","call",24
"188","oval","single",40
"189","oval","families",39
"190","oval","foot",40
"191","oval","httpcoldqcgk",36
"192","oval","set",40
"193","oval","thinking",40
"194","oval","fighting",39
"195","video","voting",1
"196","video","amp",4
"197","video","support",1
"198","video","disaster",59
"199","video","via",2
"200","video","watch",1
"201","begun","voting",39
"202","begun","voted",1
"203","begun","florida",33
"204","begun","win",1
"205","single","families",40
"206","single","foot",40
"207","single","httpcoldqcgk",36
"208","single","set",40
"209","single","america",1
"210","single","hey",1
"211","single","thinking",41
"212","single","fighting",40
"213","httpcojgmzwah","httpcoxaeqqde",38
"214","httpcojgmzwah","cast",38
"215","httpcojgmzwah","election",38
"216","httpcojgmzwah","week",38
"217","httpcoxaeqqde","cast",38
"218","httpcoxaeqqde","election",38
"219","httpcoxaeqqde","week",38
"220","families","foot",39
"221","families","httpcoldqcgk",36
"222","families","set",39
"223","families","amp",1
"224","families","thinking",40
"225","families","via",1
"226","families","money",1
"227","families","change",1
"228","families","fighting",40
"229","foot","httpcoldqcgk",36
"230","foot","set",40
"231","foot","red",1
"232","foot","cross",1
"233","foot","obama",1
"234","foot","hey",1
"235","foot","thinking",40
"236","foot","fighting",39
"237","voting","amp",7
"238","voting","election",3
"239","voting","please",1
"240","voting","america",3
"241","voting","people",2
"242","voting","campaign",1
"243","voting","voted",2
"244","voting","americans",1
"245","voting","hurricane",1
"246","voting","obama",1
"247","voting","time",1
"248","voting","week",3
"249","voting","cnn",1
"250","voting","change",1
"251","voting","white",1
"252","voting","watch",1
"253","voting","florida",38
"254","voting","house",1
"255","voting","polls",1
"256","voting","win",1
"257","voting","call",1
"258","cast","amp",2
"259","cast","election",38
"260","cast","help",1
"261","cast","voted",1
"262","cast","obama",1
"263","cast","time",1
"264","cast","week",39
"265","cast","voters",1
"266","cast","polls",2
"267","httpcoldqcgk","set",36
"268","httpcoldqcgk","thinking",36
"269","httpcoldqcgk","fighting",36
"270","set","thinking",40
"271","set","money",1
"272","set","fighting",39
"273","amp","election",6
"274","amp","support",3
"275","amp","red",1
"276","amp","help",16
"277","amp","disaster",2
"278","amp","please",11
"279","amp","america",1
"280","amp","people",5
"281","amp","campaign",6
"282","amp","voted",4
"283","amp","americans",13
"284","amp","hurricane",3
"285","amp","cantaffordmore",5
"286","amp","obama",3
"287","amp","time",4
"288","amp","week",3
"289","amp","cnn",6
"290","amp","thinking",1
"291","amp","via",3
"292","amp","voters",1
"293","amp","money",1
"294","amp","thank",5
"295","amp","change",2
"296","amp","agree",1
"297","amp","govchristie",12
"298","amp","watch",1
"299","amp","florida",1
"300","amp","house",1
"301","amp","polls",1
"302","amp","leadership",5
"303","amp","donate",11
"304","amp","call",4
"305","amp","foxnews",9
"306","amp","love",1
"307","election","help",14
"308","election","please",2
"309","election","america",2
"310","election","people",3
"311","election","campaign",1
"312","election","voted",5
"313","election","americans",3
"314","election","hurricane",1
"315","election","cantaffordmore",1
"316","election","time",1
"317","election","week",39
"318","election","voters",1
"319","election","change",1
"320","election","white",1
"321","election","govchristie",1
"322","election","house",1
"323","election","win",4
"324","election","donate",2
"325","election","call",1
"326","election","american",1
"327","election","love",2
"328","support","red",102
"329","support","cross",102
"330","support","help",2
"331","support","please",1
"332","support","people",1
"333","support","campaign",2
"334","support","voted",1
"335","support","time",1
"336","support","week",1
"337","support","thank",13
"338","support","govchristie",2
"339","support","watch",1
"340","support","visit",9
"341","support","donate",1
"342","support","call",1
"343","support","american",3
"344","support","love",1
"345","red","cross",114
"346","red","help",1
"347","red","please",1
"348","red","people",1
"349","red","campaign",1
"350","red","voted",1
"351","red","americans",1
"352","red","obama",2
"353","red","week",1
"354","red","hey",1
"355","red","thank",2
"356","red","govchristie",1
"357","red","leadership",1
"358","red","donate",1
"359","red","american",4
"360","red","love",1
"361","cross","please",1
"362","cross","people",1
"363","cross","campaign",1
"364","cross","americans",1
"365","cross","obama",1
"366","cross","week",1
"367","cross","hey",1
"368","cross","thank",2
"369","cross","govchristie",1
"370","cross","leadership",1
"371","cross","donate",1
"372","cross","american",4
"373","cross","love",1
"374","help","disaster",1
"375","help","please",24
"376","help","people",3
"377","help","voted",1
"378","help","americans",1
"379","help","cantaffordmore",1
"380","help","obama",2
"381","help","time",2
"382","help","week",2
"383","help","cnn",2
"384","help","voters",45
"385","help","thank",1
"386","help","white",1
"387","help","govchristie",1
"388","help","watch",1
"389","help","house",3
"390","help","win",1
"391","help","donate",2
"392","help","call",25
"393","help","foxnews",2
"394","help","life",2
"395","help","american",7
"396","help","love",2
"397","disaster","america",1
"398","disaster","people",1
"399","disaster","hurricane",2
"400","disaster","time",1
"401","disaster","cnn",1
"402","disaster","via",1
"403","disaster","white",1
"404","disaster","agree",1
"405","disaster","govchristie",1
"406","disaster","house",1
"407","disaster","visit",1
"408","disaster","leadership",3
"409","disaster","foxnews",1
"410","please","people",2
"411","please","voted",2
"412","please","cantaffordmore",1
"413","please","time",2
"414","please","week",1
"415","please","via",1
"416","please","voters",23
"417","please","change",1
"418","please","leadership",1
"419","please","donate",7
"420","please","call",23
"421","america","people",2
"422","america","campaign",4
"423","america","americans",1
"424","america","hurricane",12
"425","america","cantaffordmore",2
"426","america","obama",1
"427","america","time",1
"428","america","week",3
"429","america","cnn",2
"430","america","via",2
"431","america","imagine",2
"432","america","times",14
"433","america","leadership",1
"434","america","foxnews",1
"435","america","love",1
"436","people","campaign",2
"437","people","voted",7
"438","people","americans",4
"439","people","hurricane",3
"440","people","time",1
"441","people","cnn",2
"442","people","paulryanvp",1
"443","people","money",10
"444","people","change",1
"445","people","white",4
"446","people","govchristie",1
"447","people","watch",4
"448","people","house",3
"449","people","polls",2
"450","people","win",1
"451","people","call",1
"452","people","life",4
"453","people","american",3
"454","campaign","hurricane",1
"455","campaign","cantaffordmore",1
"456","campaign","obama",4
"457","campaign","time",2
"458","campaign","week",1
"459","campaign","money",1
"460","campaign","thank",1
"461","campaign","times",1
"462","campaign","leadership",4
"463","campaign","donate",4
"464","voted","americans",2
"465","voted","cantaffordmore",1
"466","voted","obama",8
"467","voted","week",1
"468","voted","via",1
"469","voted","change",1
"470","voted","florida",1
"471","voted","polls",2
"472","voted","american",1
"473","americans","cantaffordmore",5
"474","americans","obama",2
"475","americans","cnn",11
"476","americans","money",1
"477","americans","leadership",4
"478","americans","teaparty",9
"479","americans","foxnews",2
"480","americans","american",1
"481","americans","love",1
"482","hurricane","change",1
"483","hurricane","govchristie",1
"484","hurricane","watch",1
"485","hurricane","times",12
"486","hurricane","leadership",2
"487","hurricane","win",1
"488","hurricane","foxnews",1
"489","cantaffordmore","obama",2
"490","cantaffordmore","time",1
"491","cantaffordmore","hey",1
"492","cantaffordmore","paulryanvp",9
"493","cantaffordmore","via",1
"494","cantaffordmore","white",2
"495","cantaffordmore","house",1
"496","cantaffordmore","leadership",4
"497","cantaffordmore","life",1
"498","reppaulryan","white",5
"499","reppaulryan","agree",34
"500","reppaulryan","house",5
"501","obama","hey",1
"502","obama","paulryanvp",2
"503","obama","via",1
"504","obama","change",1
"505","obama","govchristie",1
"506","obama","imagine",1
"507","obama","polls",2
"508","obama","leadership",1
"509","obama","donate",2
"510","time","hey",9
"511","time","voters",2
"512","time","money",1
"513","time","thank",6
"514","time","change",2
"515","time","govchristie",2
"516","time","watch",2
"517","time","leadership",1
"518","time","donate",1
"519","time","call",1
"520","week","polls",1
"521","week","win",1
"522","week","teaparty",1
"523","hey","paulryanvp",1
"524","hey","times",4
"525","hey","visit",8
"526","hey","life",1
"527","cnn","voters",3
"528","cnn","watch",1
"529","cnn","teaparty",7
"530","cnn","foxnews",16
"531","cnn","love",2
"532","thinking","govchristie",1
"533","thinking","fighting",40
"534","via","money",1
"535","via","change",1
"536","via","govchristie",2
"537","via","watch",2
"538","voters","call",24
"539","voters","foxnews",3
"540","money","agree",1
"541","money","win",3
"542","money","donate",1
"543","thank","govchristie",9
"544","thank","times",1
"545","thank","fighting",1
"546","thank","visit",9
"547","thank","leadership",1
"548","change","watch",1
"549","change","promised",1
"550","white","agree",1
"551","white","house",16
"552","agree","house",1
"553","govchristie","visit",1
"554","govchristie","leadership",1
"555","imagine","promised",24
"556","watch","expandthemap",3
"557","watch","foxnews",1
"558","watch","life",4
"559","florida","win",1
"560","times","teaparty",1
"561","polls","call",1
"562","visit","love",1
"563","teaparty","foxnews",1
"564","life","love",1
"565","american","love",1
