"","source","target","weight"
"1","paulryanvp","romneyryan",14
"2","paulryanvp","love",7
"3","paulryanvp","tuesday",11
"4","paulryanvp","romneycentral",9
"5","paulryanvp","america",67
"6","paulryanvp","tcot",8
"7","paulryanvp","strong",50
"8","paulryanvp","reppaulryan",2
"9","paulryanvp","realdonaldtrump",1
"10","paulryanvp","elect",1
"11","paulryanvp","romneyroadteam",2
"12","paulryanvp","join",41
"13","paulryanvp","voting",13
"14","paulryanvp","amp",15
"15","paulryanvp","ohio",5
"16","paulryanvp","change",6
"17","paulryanvp","people",9
"18","paulryanvp","time",1
"19","paulryanvp","rally",3
"20","paulryanvp","days",5
"21","paulryanvp","win",1
"22","paulryanvp","power",41
"23","paulryanvp","campaign",1
"24","paulryanvp","believe",3
"25","paulryanvp","cantaffordmore",1
"26","paulryanvp","voted",1
"27","paulryanvp","help",2
"28","paulryanvp","sandy",3
"29","paulryanvp","americans",10
"30","paulryanvp","video",3
"31","paulryanvp","weekend",1
"32","paulryanvp","hey",1
"33","paulryanvp","thanks",1
"34","paulryanvp","please",5
"35","paulryanvp","god",8
"36","paulryanvp","real",3
"37","paulryanvp","day",2
"38","paulryanvp","usa",5
"39","paulryanvp","voters",2
"40","paulryanvp","women",2
"41","paulryanvp","economy",2
"42","paulryanvp","via",3
"43","paulryanvp","thank",4
"44","romneyryan","love",13
"45","romneyryan","tuesday",9
"46","romneyryan","romneycentral",4
"47","romneyryan","america",16
"48","romneyryan","deanstjames",1
"49","romneyryan","tcot",61
"50","romneyryan","strong",6
"51","romneyryan","reppaulryan",1
"52","romneyryan","represent",7
"53","romneyryan","colorado",16
"54","romneyryan","newsninja",2
"55","romneyryan","romneyroadteam",17
"56","romneyryan","join",1
"57","romneyryan","voting",2
"58","romneyryan","amp",11
"59","romneyryan","ohio",15
"60","romneyryan","change",6
"61","romneyryan","people",8
"62","romneyryan","revenge",5
"63","romneyryan","time",2
"64","romneyryan","rally",12
"65","romneyryan","days",4
"66","romneyryan","win",4
"67","romneyryan","campaign",2
"68","romneyryan","support",4
"69","romneyryan","believe",2
"70","romneyryan","cantaffordmore",1
"71","romneyryan","voted",3
"72","romneyryan","help",5
"73","romneyryan","sandy",2
"74","romneyryan","party",7
"75","romneyryan","american",1
"76","romneyryan","americans",2
"77","romneyryan","jobs",1
"78","romneyryan","video",17
"79","romneyryan","hope",2
"80","romneyryan","thanks",1
"81","romneyryan","november",1
"82","romneyryan","please",2
"83","romneyryan","god",4
"84","romneyryan","real",5
"85","romneyryan","gotv",2
"86","romneyryan","left",1
"87","romneyryan","photo",23
"88","romneyryan","via",2
"89","romneyryan","final",2
"90","romneyryan","thank",1
"91","love","tuesday",87
"92","love","lifetime",83
"93","love","httpcoeyotll",68
"94","love","romneycentral",5
"95","love","america",12
"96","love","deanstjames",3
"97","love","tcot",12
"98","love","strong",1
"99","love","reppaulryan",1
"100","love","colorado",2
"101","love","keder",2
"102","love","monicacrowley",19
"103","love","newsninja",4
"104","love","romneyroadteam",4
"105","love","voting",48
"106","love","amp",4
"107","love","ohio",8
"108","love","people",8
"109","love","revenge",58
"110","love","rally",7
"111","love","days",1
"112","love","voted",6
"113","love","american",6
"114","love","americans",5
"115","love","jobs",2
"116","love","video",2
"117","love","hope",3
"118","love","hey",8
"119","love","god",2
"120","love","day",1
"121","love","reason",1
"122","love","usa",3
"123","love","voters",1
"124","love","thank",1
"125","tuesday","lifetime",82
"126","tuesday","httpcoeyotll",68
"127","tuesday","romneycentral",1
"128","tuesday","america",6
"129","tuesday","deanstjames",1
"130","tuesday","tcot",5
"131","tuesday","reppaulryan",25
"132","tuesday","keder",2
"133","tuesday","elect",23
"134","tuesday","newsninja",1
"135","tuesday","join",1
"136","tuesday","voting",8
"137","tuesday","amp",6
"138","tuesday","change",15
